Genome	map00010	map00020	map00030	map00040	map00051	map00052	map00053	map00061	map00130	map00220	map00230	map00240	map00250	map00260	map00261	map00270	map00280	map00290	map00300	map00310	map00311	map00330	map00332	map00340	map00350	map00360	map00362	map00380	map00400	map00401	map00430	map00440	map00450	map00460	map00470	map00480	map00500	map00510	map00513	map00520	map00521	map00523	map00525	map00540	map00541	map00550	map00552	map00561	map00562	map00564	map00566	map00600	map00620	map00621	map00622	map00625	map00626	map00630	map00640	map00643	map00650	map00660	map00670	map00680	map00710	map00720	map00730	map00740	map00750	map00760	map00770	map00780	map00790	map00791	map00860	map00900	map00909	map00910	map00920	map00940	map00970	map00984	map00997	map00998	map00999	map01040	map01053	map01055	map01100	map01110	map01120	map01200	map01210	map01212	map01220	map01230	map01232	map01240	map01250	map01310	map01320	rn00010	rn00020	rn00030	rn00040	rn00051	rn00052	rn00053	rn00061	rn00130	rn00220	rn00230	rn00240	rn00250	rn00260	rn00261	rn00270	rn00280	rn00290	rn00300	rn00310	rn00311	rn00330	rn00332	rn00340	rn00350	rn00360	rn00362	rn00380	rn00400	rn00401	rn00430	rn00440	rn00450	rn00460	rn00470	rn00480	rn00500	rn00510	rn00513	rn00520	rn00521	rn00523	rn00525	rn00540	rn00541	rn00550	rn00552	rn00561	rn00562	rn00564	rn00566	rn00600	rn00620	rn00621	rn00622	rn00625	rn00626	rn00630	rn00640	rn00643	rn00650	rn00660	rn00670	rn00680	rn00710	rn00720	rn00730	rn00740	rn00750	rn00760	rn00770	rn00780	rn00790	rn00791	rn00860	rn00900	rn00909	rn00910	rn00920	rn00940	rn00970	rn00984	rn00997	rn00998	rn00999	rn01040	rn01053	rn01055	rn01100	rn01110	rn01120	rn01200	rn01210	rn01212	rn01220	rn01230	rn01232	rn01240	rn01250	rn01310	rn01320
GCF_014168535.1	3	2	5	7	2	2	2	0	0	3	12	6	7	8	3	9	0	2	6	0	0	1	0	8	0	1	0	0	8	1	0	0	1	0	6	4	1	0	0	9	4	4	2	2	6	5	1	1	2	2	0	0	7	0	0	0	0	3	1	0	0	0	3	1	7	3	2	7	1	2	3	0	3	0	10	6	0	8	2	0	5	0	0	1	0	0	0	1	135	66	34	11	6	0	0	31	8	30	14	5	1	3	2	5	7	2	2	2	0	0	3	12	6	7	8	3	9	0	2	6	0	0	1	0	8	0	1	0	0	8	1	0	0	1	0	6	4	1	0	0	9	4	4	2	2	6	5	1	1	2	2	0	0	7	0	0	0	0	3	1	0	0	0	3	1	7	3	2	7	1	2	3	0	3	0	10	6	0	8	2	0	5	0	0	1	0	0	0	1	135	66	34	11	6	0	0	31	8	30	14	5	1
GCF_014171495.1	5	3	8	10	4	6	1	0	2	7	16	6	8	13	1	10	1	2	8	0	0	10	2	9	3	4	3	0	16	0	0	5	1	2	7	7	5	0	0	12	9	8	4	2	18	5	1	8	3	1	4	0	12	1	1	1	1	24	6	2	2	0	8	12	6	9	5	10	1	3	8	4	6	2	16	9	0	10	5	0	4	0	1	5	0	0	0	2	271	121	85	42	7	0	5	51	7	63	23	4	1	5	3	8	10	4	6	1	0	2	7	16	6	8	13	1	10	1	2	8	0	0	10	2	9	3	4	3	0	16	0	0	5	1	2	7	7	5	0	0	12	9	8	4	2	18	5	1	8	3	1	4	0	12	1	1	1	1	24	6	2	2	0	8	12	6	9	5	10	1	3	8	4	6	2	16	9	0	10	5	0	4	0	1	5	0	0	0	2	271	121	85	42	7	0	5	51	7	63	23	4	1
GCF_014211955.1	7	3	4	4	2	1	0	0	0	4	14	7	6	8	1	5	1	1	6	0	0	4	2	9	1	0	0	0	9	0	0	0	0	0	5	2	3	0	0	10	4	4	2	0	10	4	1	3	1	3	1	0	10	0	0	0	0	7	1	1	2	0	10	6	9	10	5	7	1	2	3	3	5	2	13	7	0	5	3	0	4	0	0	1	0	0	0	1	164	77	49	27	4	0	0	35	7	45	14	4	1	7	3	4	4	2	1	0	0	0	4	14	7	6	8	1	5	1	1	6	0	0	4	2	9	1	0	0	0	9	0	0	0	0	0	5	2	3	0	0	10	4	4	2	0	10	4	1	3	1	3	1	0	10	0	0	0	0	7	1	1	2	0	10	6	9	10	5	7	1	2	3	3	5	2	13	7	0	5	3	0	4	0	0	1	0	0	0	1	164	77	49	27	4	0	0	35	7	45	14	4	1
GCF_014216335.1	4	3	7	6	2	3	2	0	0	4	16	7	9	11	1	12	2	1	7	0	0	3	2	9	3	4	2	0	12	0	1	0	0	0	6	3	1	0	0	14	4	2	2	0	5	5	1	5	3	1	1	0	10	1	1	0	0	10	1	3	3	0	8	3	7	8	4	6	0	4	4	4	4	0	16	9	0	3	1	0	4	1	1	0	0	0	0	1	190	82	51	20	5	0	2	39	9	44	14	0	1	4	3	7	6	2	3	2	0	0	4	16	7	9	11	1	12	2	1	7	0	0	3	2	9	3	4	2	0	12	0	1	0	0	0	6	3	1	0	0	14	4	2	2	0	5	5	1	5	3	1	1	0	10	1	1	0	0	10	1	3	3	0	8	3	7	8	4	6	0	4	4	4	4	0	16	9	0	3	1	0	4	1	1	0	0	0	0	1	190	82	51	20	5	0	2	39	9	44	14	0	1
GCF_014217805.1	1	1	6	10	2	4	2	0	1	1	10	8	5	9	3	8	1	1	6	0	0	2	2	6	1	0	0	1	9	1	0	0	1	0	5	3	1	0	0	9	3	3	2	3	7	4	1	3	2	2	1	0	5	0	0	0	0	4	1	1	0	0	6	1	5	4	2	9	1	2	2	3	2	0	9	7	0	5	1	0	5	0	0	0	0	0	0	1	143	68	34	12	5	0	0	31	6	38	14	4	1	1	1	6	10	2	4	2	0	1	1	10	8	5	9	3	8	1	1	6	0	0	2	2	6	1	0	0	1	9	1	0	0	1	0	5	3	1	0	0	9	3	3	2	3	7	4	1	3	2	2	1	0	5	0	0	0	0	4	1	1	0	0	6	1	5	4	2	9	1	2	2	3	2	0	9	7	0	5	1	0	5	0	0	0	0	0	0	1	143	68	34	12	5	0	0	31	6	38	14	4	1
GCF_014217835.1	2	3	10	11	3	7	2	0	3	6	14	6	7	11	4	16	2	1	7	1	0	7	4	7	0	0	0	0	12	0	0	3	0	0	6	2	8	0	0	17	2	2	0	0	12	7	2	5	2	1	4	0	6	0	0	1	0	8	3	0	2	0	6	3	9	6	8	10	0	5	4	3	5	2	13	8	0	8	5	0	6	0	0	5	0	0	0	0	204	106	58	24	7	0	0	50	5	54	21	6	1	2	3	10	11	3	7	2	0	3	6	14	6	7	11	4	16	2	1	7	1	0	7	4	7	0	0	0	0	12	0	0	3	0	0	6	2	8	0	0	17	2	2	0	0	12	7	2	5	2	1	4	0	6	0	0	1	0	8	3	0	2	0	6	3	9	6	8	10	0	5	4	3	5	2	13	8	0	8	5	0	6	0	0	5	0	0	0	0	204	106	58	24	7	0	0	50	5	54	21	6	1
GCF_014217995.1	1	2	3	2	0	1	0	0	0	1	12	5	6	6	1	3	0	0	5	0	0	1	0	5	0	0	0	0	12	1	0	0	1	0	5	0	1	0	0	6	0	0	0	2	4	5	1	1	0	3	1	0	2	0	0	0	0	3	0	0	0	0	4	2	3	2	4	5	0	1	3	1	3	0	7	7	0	1	0	0	4	0	0	0	0	0	0	0	97	59	20	8	2	0	0	28	5	29	8	0	0	1	2	3	2	0	1	0	0	0	1	12	5	6	6	1	3	0	0	5	0	0	1	0	5	0	0	0	0	12	1	0	0	1	0	5	0	1	0	0	6	0	0	0	2	4	5	1	1	0	3	1	0	2	0	0	0	0	3	0	0	0	0	4	2	3	2	4	5	0	1	3	1	3	0	7	7	0	1	0	0	4	0	0	0	0	0	0	0	97	59	20	8	2	0	0	28	5	29	8	0	0
GCF_014218275.1	4	3	3	2	2	1	0	0	0	3	9	7	8	8	1	6	1	1	7	0	0	3	2	4	0	0	0	0	13	0	0	0	1	0	7	0	2	0	0	7	4	4	2	2	7	6	2	2	1	2	1	0	12	0	0	0	0	4	1	0	2	0	3	1	8	5	5	8	1	2	3	4	4	0	10	8	0	3	3	0	5	0	0	2	0	0	0	1	137	71	31	16	6	0	0	38	6	38	12	0	1	4	3	3	2	2	1	0	0	0	3	9	7	8	8	1	6	1	1	7	0	0	3	2	4	0	0	0	0	13	0	0	0	1	0	7	0	2	0	0	7	4	4	2	2	7	6	2	2	1	2	1	0	12	0	0	0	0	4	1	0	2	0	3	1	8	5	5	8	1	2	3	4	4	0	10	8	0	3	3	0	5	0	0	2	0	0	0	1	137	71	31	16	6	0	0	38	6	38	12	0	1
GCF_014235185.1	4	3	6	4	1	3	2	0	2	5	18	6	8	10	1	11	5	1	6	0	0	2	1	6	1	6	1	0	14	1	1	0	1	2	7	4	3	0	0	11	3	2	1	0	5	6	1	5	2	2	1	0	8	1	1	2	0	16	2	1	4	0	10	5	6	9	6	9	0	5	3	6	5	1	17	8	0	9	1	0	4	0	0	0	0	0	1	0	205	86	59	28	4	0	1	40	9	53	12	4	1	4	3	6	4	1	3	2	0	2	5	18	6	8	10	1	11	5	1	6	0	0	2	1	6	1	6	1	0	14	1	1	0	1	2	7	4	3	0	0	11	3	2	1	0	5	6	1	5	2	2	1	0	8	1	1	2	0	16	2	1	4	0	10	5	6	9	6	9	0	5	3	6	5	1	17	8	0	9	1	0	4	0	0	0	0	0	1	0	205	86	59	28	4	0	1	40	9	53	12	4	1
GCF_014250515.1	5	4	4	5	3	2	0	0	1	1	11	6	5	6	2	5	1	0	5	0	0	0	0	9	1	2	0	1	12	1	0	0	1	0	6	1	1	0	0	10	5	5	2	3	11	6	1	0	1	2	0	0	8	0	0	1	0	4	1	1	0	0	6	1	7	5	2	6	1	2	2	3	4	0	10	7	0	1	1	0	5	0	0	1	0	0	0	1	139	69	33	17	3	0	0	31	9	35	17	0	0	5	4	4	5	3	2	0	0	1	1	11	6	5	6	2	5	1	0	5	0	0	0	0	9	1	2	0	1	12	1	0	0	1	0	6	1	1	0	0	10	5	5	2	3	11	6	1	0	1	2	0	0	8	0	0	1	0	4	1	1	0	0	6	1	7	5	2	6	1	2	2	3	4	0	10	7	0	1	1	0	5	0	0	1	0	0	0	1	139	69	33	17	3	0	0	31	9	35	17	0	0
GCF_014262665.1	3	1	5	3	1	3	1	0	2	4	14	7	7	7	1	7	0	1	6	0	0	2	2	5	0	0	0	0	13	1	0	0	0	0	6	2	2	0	0	10	4	3	2	0	5	5	1	3	2	1	1	0	4	0	0	0	0	4	2	0	0	0	8	3	4	4	3	6	0	4	3	1	3	0	8	7	0	2	2	0	4	0	0	1	0	0	1	1	136	77	35	17	5	0	0	40	7	37	12	0	1	3	1	5	3	1	3	1	0	2	4	14	7	7	7	1	7	0	1	6	0	0	2	2	5	0	0	0	0	13	1	0	0	0	0	6	2	2	0	0	10	4	3	2	0	5	5	1	3	2	1	1	0	4	0	0	0	0	4	2	0	0	0	8	3	4	4	3	6	0	4	3	1	3	0	8	7	0	2	2	0	4	0	0	1	0	0	1	1	136	77	35	17	5	0	0	40	7	37	12	0	1
GCF_014268275.3	4	5	9	4	3	3	2	0	1	9	18	8	12	11	1	12	2	1	8	1	0	7	2	7	3	1	3	1	14	1	0	2	1	0	8	5	1	0	0	7	4	4	2	2	8	6	1	6	2	4	1	0	11	1	1	1	1	19	4	2	3	0	12	7	6	8	4	7	3	4	5	4	8	0	19	8	0	11	6	0	4	0	0	3	0	0	0	1	245	105	81	36	7	0	5	54	9	60	12	4	1	4	5	9	4	3	3	2	0	1	9	18	8	12	11	1	12	2	1	8	1	0	7	2	7	3	1	3	1	14	1	0	2	1	0	8	5	1	0	0	7	4	4	2	2	8	6	1	6	2	4	1	0	11	1	1	1	1	19	4	2	3	0	12	7	6	8	4	7	3	4	5	4	8	0	19	8	0	11	6	0	4	0	0	3	0	0	0	1	245	105	81	36	7	0	5	54	9	60	12	4	1
GCF_014268375.2	4	5	8	3	1	3	3	0	1	8	19	10	12	10	1	12	1	1	7	1	0	7	2	7	3	0	2	0	16	1	0	2	1	0	7	7	1	0	0	8	6	6	3	2	9	6	1	6	2	4	1	0	11	0	0	1	0	17	4	2	2	0	11	7	6	7	4	7	3	3	5	4	10	0	19	7	0	10	6	0	4	0	0	3	0	0	1	1	240	107	75	35	7	0	3	54	12	62	13	4	1	4	5	8	3	1	3	3	0	1	8	19	10	12	10	1	12	1	1	7	1	0	7	2	7	3	0	2	0	16	1	0	2	1	0	7	7	1	0	0	8	6	6	3	2	9	6	1	6	2	4	1	0	11	0	0	1	0	17	4	2	2	0	11	7	6	7	4	7	3	3	5	4	10	0	19	7	0	10	6	0	4	0	0	3	0	0	1	1	240	107	75	35	7	0	3	54	12	62	13	4	1
GCF_014268445.2	4	5	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	7	2	0	9	2	7	2	2	2	0	13	1	0	3	1	0	6	7	3	0	0	9	3	3	2	2	11	6	2	5	1	4	2	0	11	0	0	1	1	22	4	2	2	0	8	9	5	7	4	7	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	242	105	81	35	7	0	3	51	8	58	15	4	1	4	5	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	7	2	0	9	2	7	2	2	2	0	13	1	0	3	1	0	6	7	3	0	0	9	3	3	2	2	11	6	2	5	1	4	2	0	11	0	0	1	1	22	4	2	2	0	8	9	5	7	4	7	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	242	105	81	35	7	0	3	51	8	58	15	4	1
GCF_014268455.2	4	5	8	3	1	3	3	0	1	8	19	7	12	10	1	12	1	1	7	1	0	9	2	9	3	0	2	0	14	1	0	3	2	0	8	6	1	0	0	8	5	5	3	2	8	6	1	6	2	4	1	0	10	0	0	1	1	16	4	2	2	0	8	7	6	7	4	7	3	3	5	4	8	0	20	7	0	11	6	0	4	0	0	3	0	0	0	1	241	107	78	35	7	0	4	53	9	59	12	5	1	4	5	8	3	1	3	3	0	1	8	19	7	12	10	1	12	1	1	7	1	0	9	2	9	3	0	2	0	14	1	0	3	2	0	8	6	1	0	0	8	5	5	3	2	8	6	1	6	2	4	1	0	10	0	0	1	1	16	4	2	2	0	8	7	6	7	4	7	3	3	5	4	8	0	20	7	0	11	6	0	4	0	0	3	0	0	0	1	241	107	78	35	7	0	4	53	9	59	12	5	1
GCF_014268485.2	4	5	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	8	2	0	10	2	7	2	1	2	0	13	1	0	2	1	0	7	5	3	0	0	9	4	4	2	2	11	6	2	5	1	4	2	0	11	0	0	1	1	22	4	2	2	0	8	9	5	7	4	8	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	241	108	80	35	7	0	3	52	8	60	15	4	1	4	5	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	8	2	0	10	2	7	2	1	2	0	13	1	0	2	1	0	7	5	3	0	0	9	4	4	2	2	11	6	2	5	1	4	2	0	11	0	0	1	1	22	4	2	2	0	8	9	5	7	4	8	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	241	108	80	35	7	0	3	52	8	60	15	4	1
GCF_014268495.2	4	4	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	7	2	0	11	2	7	2	1	2	0	13	1	0	2	1	0	6	6	3	0	0	9	3	3	2	2	10	6	2	6	1	4	2	0	10	0	0	1	1	22	4	2	2	0	8	9	5	6	4	7	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	240	106	78	34	7	0	3	51	8	59	14	4	1	4	4	7	4	2	4	3	0	1	12	18	7	13	10	1	12	1	1	7	2	0	11	2	7	2	1	2	0	13	1	0	2	1	0	6	6	3	0	0	9	3	3	2	2	10	6	2	6	1	4	2	0	10	0	0	1	1	22	4	2	2	0	8	9	5	6	4	7	3	3	5	4	8	2	19	7	0	12	5	0	4	0	0	2	0	0	0	1	240	106	78	34	7	0	3	51	8	59	14	4	1
GCF_014268585.2	4	5	7	4	2	4	2	0	1	11	18	7	12	10	1	12	1	1	7	2	0	9	2	7	2	0	2	0	13	1	0	2	1	0	6	7	3	0	0	9	4	4	2	2	11	6	2	5	1	4	2	0	11	0	0	1	0	21	4	2	2	0	8	9	5	7	4	7	3	3	5	4	8	2	19	7	0	11	5	0	4	0	0	2	0	0	0	1	236	105	76	35	7	0	2	50	8	59	15	4	1	4	5	7	4	2	4	2	0	1	11	18	7	12	10	1	12	1	1	7	2	0	9	2	7	2	0	2	0	13	1	0	2	1	0	6	7	3	0	0	9	4	4	2	2	11	6	2	5	1	4	2	0	11	0	0	1	0	21	4	2	2	0	8	9	5	7	4	7	3	3	5	4	8	2	19	7	0	11	5	0	4	0	0	2	0	0	0	1	236	105	76	35	7	0	2	50	8	59	15	4	1
GCF_014268595.2	3	1	7	4	2	4	2	0	0	11	18	7	12	7	1	8	1	1	7	1	0	9	2	7	2	0	2	0	13	1	0	2	1	0	6	7	3	0	0	9	4	4	2	2	11	6	2	3	1	4	2	0	8	0	0	1	0	14	4	2	2	0	8	6	5	5	4	7	3	3	5	4	8	2	19	7	0	11	4	0	4	0	0	2	0	0	0	1	218	96	66	26	5	0	2	46	8	58	15	4	1	3	1	7	4	2	4	2	0	0	11	18	7	12	7	1	8	1	1	7	1	0	9	2	7	2	0	2	0	13	1	0	2	1	0	6	7	3	0	0	9	4	4	2	2	11	6	2	3	1	4	2	0	8	0	0	1	0	14	4	2	2	0	8	6	5	5	4	7	3	3	5	4	8	2	19	7	0	11	4	0	4	0	0	2	0	0	0	1	218	96	66	26	5	0	2	46	8	58	15	4	1
GCF_014268695.2	4	4	6	3	1	3	3	0	1	10	17	7	11	12	1	10	1	2	9	2	0	8	2	7	3	1	2	0	13	1	0	0	1	1	7	6	2	0	0	8	4	4	2	2	9	5	1	4	2	3	1	0	10	0	0	1	1	21	3	2	2	0	11	8	5	7	4	8	3	3	5	4	9	2	20	7	0	18	6	0	4	0	0	1	0	0	0	1	245	102	83	33	9	0	4	51	8	62	13	11	3	4	4	6	3	1	3	3	0	1	10	17	7	11	12	1	10	1	2	9	2	0	8	2	7	3	1	2	0	13	1	0	0	1	1	7	6	2	0	0	8	4	4	2	2	9	5	1	4	2	3	1	0	10	0	0	1	1	21	3	2	2	0	11	8	5	7	4	8	3	3	5	4	9	2	20	7	0	18	6	0	4	0	0	1	0	0	0	1	245	102	83	33	9	0	4	51	8	62	13	11	3
GCF_014268755.2	4	6	8	3	1	3	4	0	1	10	17	7	13	11	1	9	1	1	9	3	0	8	2	8	3	0	2	0	15	1	0	3	1	0	9	6	2	0	0	8	4	4	2	2	9	6	1	4	1	3	1	0	13	0	0	1	1	25	3	2	2	0	9	10	5	8	6	8	3	4	6	4	9	0	19	9	0	12	6	0	4	0	0	3	0	0	0	1	252	111	84	37	7	0	4	56	8	63	13	4	2	4	6	8	3	1	3	4	0	1	10	17	7	13	11	1	9	1	1	9	3	0	8	2	8	3	0	2	0	15	1	0	3	1	0	9	6	2	0	0	8	4	4	2	2	9	6	1	4	1	3	1	0	13	0	0	1	1	25	3	2	2	0	9	10	5	8	6	8	3	4	6	4	9	0	19	9	0	12	6	0	4	0	0	3	0	0	0	1	252	111	84	37	7	0	4	56	8	63	13	4	2
GCF_014268885.2	4	5	7	3	1	1	1	0	1	10	18	7	13	11	1	9	1	1	8	1	0	8	2	8	3	4	2	0	13	1	0	2	1	0	7	7	1	0	0	8	7	7	4	2	11	5	1	4	1	2	1	0	11	0	0	1	0	23	4	2	2	0	8	10	5	7	4	11	3	4	5	4	9	0	18	7	0	12	5	0	4	0	0	2	0	0	0	2	240	109	80	36	7	0	3	53	9	61	15	4	1	4	5	7	3	1	1	1	0	1	10	18	7	13	11	1	9	1	1	8	1	0	8	2	8	3	4	2	0	13	1	0	2	1	0	7	7	1	0	0	8	7	7	4	2	11	5	1	4	1	2	1	0	11	0	0	1	0	23	4	2	2	0	8	10	5	7	4	11	3	4	5	4	9	0	18	7	0	12	5	0	4	0	0	2	0	0	0	2	240	109	80	36	7	0	3	53	9	61	15	4	1
GCF_014269225.2	4	2	8	2	1	1	2	0	1	10	18	7	13	10	1	10	1	2	9	0	0	8	2	8	2	2	2	0	14	1	0	3	1	0	10	7	2	0	0	8	4	4	2	2	9	5	1	4	1	3	1	0	11	0	0	1	0	22	4	2	2	0	8	10	5	6	4	8	3	4	5	4	9	0	18	7	0	12	6	0	4	0	0	4	0	0	1	1	235	108	77	36	6	0	2	56	8	60	13	4	1	4	2	8	2	1	1	2	0	1	10	18	7	13	10	1	10	1	2	9	0	0	8	2	8	2	2	2	0	14	1	0	3	1	0	10	7	2	0	0	8	4	4	2	2	9	5	1	4	1	3	1	0	11	0	0	1	0	22	4	2	2	0	8	10	5	6	4	8	3	4	5	4	9	0	18	7	0	12	6	0	4	0	0	4	0	0	1	1	235	108	77	36	6	0	2	56	8	60	13	4	1
GCF_014274465.1	4	2	7	6	3	3	2	0	0	2	12	6	6	9	1	7	0	1	4	0	0	1	0	5	2	0	0	0	12	0	0	0	0	0	6	4	2	1	1	13	6	5	2	2	11	5	1	5	3	2	1	0	7	0	0	2	0	6	0	2	0	0	5	7	8	3	5	6	0	2	3	0	4	0	12	8	0	1	3	0	5	0	1	0	0	0	0	1	159	78	39	20	4	0	0	30	4	37	21	0	1	4	2	7	6	3	3	2	0	0	2	12	6	6	9	1	7	0	1	4	0	0	1	0	5	2	0	0	0	12	0	0	0	0	0	6	4	2	1	1	13	6	5	2	2	11	5	1	5	3	2	1	0	7	0	0	2	0	6	0	2	0	0	5	7	8	3	5	6	0	2	3	0	4	0	12	8	0	1	3	0	5	0	1	0	0	0	0	1	159	78	39	20	4	0	0	30	4	37	21	0	1
GCF_014274685.1	2	0	6	8	2	3	4	0	0	3	12	6	7	7	1	6	0	1	4	0	0	0	0	2	2	0	0	0	9	0	0	0	0	0	6	1	3	0	0	12	4	4	2	2	11	5	1	2	1	1	1	0	5	0	0	0	0	4	0	2	0	0	4	2	5	1	4	5	0	2	3	0	5	0	9	8	0	2	2	0	5	0	1	0	0	0	0	1	132	63	27	9	4	0	0	27	5	30	19	0	1	2	0	6	8	2	3	4	0	0	3	12	6	7	7	1	6	0	1	4	0	0	0	0	2	2	0	0	0	9	0	0	0	0	0	6	1	3	0	0	12	4	4	2	2	11	5	1	2	1	1	1	0	5	0	0	0	0	4	0	2	0	0	4	2	5	1	4	5	0	2	3	0	5	0	9	8	0	2	2	0	5	0	1	0	0	0	0	1	132	63	27	9	4	0	0	27	5	30	19	0	1
GCF_014287515.2	3	1	2	7	3	2	0	0	0	4	9	5	9	5	1	6	0	0	5	0	0	3	2	5	0	0	0	0	11	1	0	2	1	0	7	0	2	0	0	10	4	4	2	0	5	6	1	2	1	1	0	0	3	0	0	0	0	3	2	0	0	0	3	0	5	2	4	5	0	2	3	3	1	1	5	7	0	3	2	0	5	0	0	3	0	0	0	1	116	63	23	8	3	0	0	33	4	27	11	0	0	3	1	2	7	3	2	0	0	0	4	9	5	9	5	1	6	0	0	5	0	0	3	2	5	0	0	0	0	11	1	0	2	1	0	7	0	2	0	0	10	4	4	2	0	5	6	1	2	1	1	0	0	3	0	0	0	0	3	2	0	0	0	3	0	5	2	4	5	0	2	3	3	1	1	5	7	0	3	2	0	5	0	0	3	0	0	0	1	116	63	23	8	3	0	0	33	4	27	11	0	0
GCF_014295035.1	3	2	5	3	1	3	1	0	0	6	16	7	10	12	1	11	2	1	7	0	0	3	2	9	4	1	3	0	12	0	0	0	0	0	6	2	1	0	0	9	2	1	0	0	3	6	1	6	2	1	1	0	7	0	0	0	0	9	1	2	3	0	9	3	4	7	6	9	0	4	4	4	3	0	16	13	0	4	2	0	4	0	1	1	0	0	1	0	182	85	48	17	6	0	5	41	9	47	10	0	1	3	2	5	3	1	3	1	0	0	6	16	7	10	12	1	11	2	1	7	0	0	3	2	9	4	1	3	0	12	0	0	0	0	0	6	2	1	0	0	9	2	1	0	0	3	6	1	6	2	1	1	0	7	0	0	0	0	9	1	2	3	0	9	3	4	7	6	9	0	4	4	4	3	0	16	13	0	4	2	0	4	0	1	1	0	0	1	0	182	85	48	17	6	0	5	41	9	47	10	0	1
GCF_014295415.1	2	2	3	1	1	0	0	0	2	1	9	5	5	5	1	3	1	0	4	0	0	1	0	9	1	1	0	1	6	0	0	0	0	0	6	4	0	0	0	5	4	4	2	3	5	5	1	0	1	1	0	0	4	0	0	0	0	2	1	1	0	0	6	0	5	3	2	5	1	1	3	3	2	0	8	3	0	2	0	0	5	0	0	0	0	0	1	1	104	50	23	9	2	0	0	21	5	33	9	1	0	2	2	3	1	1	0	0	0	2	1	9	5	5	5	1	3	1	0	4	0	0	1	0	9	1	1	0	1	6	0	0	0	0	0	6	4	0	0	0	5	4	4	2	3	5	5	1	0	1	1	0	0	4	0	0	0	0	2	1	1	0	0	6	0	5	3	2	5	1	1	3	3	2	0	8	3	0	2	0	0	5	0	0	0	0	0	1	1	104	50	23	9	2	0	0	21	5	33	9	1	0
GCF_014297575.1	4	2	5	3	1	4	0	0	0	2	13	9	6	6	0	9	0	1	5	0	0	4	2	9	1	2	0	1	11	0	1	0	1	0	6	5	1	0	0	7	4	4	2	2	7	5	1	2	1	3	1	0	10	0	0	0	0	9	4	1	2	0	8	7	6	6	4	7	1	3	5	4	5	0	17	9	0	5	1	0	5	0	0	0	0	0	0	1	189	81	51	26	2	0	0	33	10	50	11	4	1	4	2	5	3	1	4	0	0	0	2	13	9	6	6	0	9	0	1	5	0	0	4	2	9	1	2	0	1	11	0	1	0	1	0	6	5	1	0	0	7	4	4	2	2	7	5	1	2	1	3	1	0	10	0	0	0	0	9	4	1	2	0	8	7	6	6	4	7	1	3	5	4	5	0	17	9	0	5	1	0	5	0	0	0	0	0	0	1	189	81	51	26	2	0	0	33	10	50	11	4	1
GCF_014297595.2	3	4	6	2	1	1	0	0	1	3	14	7	6	9	1	6	0	1	7	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	2	0	0	8	4	4	2	2	8	5	1	2	1	1	1	0	8	0	0	0	0	7	3	0	1	0	6	3	6	6	3	7	1	2	3	3	5	0	8	8	0	2	2	0	4	0	1	1	0	0	0	1	146	84	41	26	7	0	0	41	8	38	13	1	0	3	4	6	2	1	1	0	0	1	3	14	7	6	9	1	6	0	1	7	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	2	0	0	8	4	4	2	2	8	5	1	2	1	1	1	0	8	0	0	0	0	7	3	0	1	0	6	3	6	6	3	7	1	2	3	3	5	0	8	8	0	2	2	0	4	0	1	1	0	0	0	1	146	84	41	26	7	0	0	41	8	38	13	1	0
GCF_014334095.1	5	4	5	2	1	1	0	0	0	2	13	7	6	7	1	5	1	1	6	0	0	5	3	7	2	0	0	0	9	0	0	0	0	0	6	4	1	0	0	7	4	4	2	0	6	5	1	1	1	2	1	0	10	0	0	0	0	6	1	2	3	0	7	4	9	8	5	7	1	2	3	4	4	0	14	7	0	1	3	0	4	0	0	1	0	0	0	1	148	73	40	24	4	0	0	35	7	44	10	0	1	5	4	5	2	1	1	0	0	0	2	13	7	6	7	1	5	1	1	6	0	0	5	3	7	2	0	0	0	9	0	0	0	0	0	6	4	1	0	0	7	4	4	2	0	6	5	1	1	1	2	1	0	10	0	0	0	0	6	1	2	3	0	7	4	9	8	5	7	1	2	3	4	4	0	14	7	0	1	3	0	4	0	0	1	0	0	0	1	148	73	40	24	4	0	0	35	7	44	10	0	1
