Genome	map00010	map00030	map00040	map00230	map00240	map00250	map00470	map00520	map00541	map00550	map00620	map00670	map00710	map00720	map00770	map00900	map00970	map01100	map01110	map01120	map01200	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00230	rn00240	rn00250	rn00470	rn00520	rn00541	rn00550	rn00620	rn00670	rn00710	rn00720	rn00770	rn00900	rn00970	rn01100	rn01110	rn01120	rn01200	rn01230	rn01232	rn01240	rn01250
GCF_014395425.1	4	5	2	13	6	6	5	7	7	5	7	6	6	6	3	7	5	149	72	37	21	33	8	40	11	4	5	2	13	6	6	5	7	7	5	7	6	6	6	3	7	5	149	72	37	21	33	8	40	11
GCF_014395785.1	4	7	2	15	7	9	7	9	4	6	10	7	6	7	3	8	4	166	85	46	26	42	8	35	11	4	7	2	15	7	9	7	9	4	6	10	7	6	7	3	8	4	166	85	46	26	42	8	35	11
GCF_014395975.1	4	5	2	19	7	6	6	8	8	6	9	7	6	7	3	9	4	194	82	61	32	41	9	45	13	4	5	2	19	7	6	6	8	8	6	9	7	6	7	3	9	4	194	82	61	32	41	9	45	13
GCF_014396165.1	6	4	2	11	6	4	4	8	1	4	5	3	8	3	2	8	5	74	26	14	14	8	8	16	8	6	4	2	11	6	4	4	8	1	4	5	3	8	3	2	8	5	74	26	14	14	8	8	16	8
GCF_014396585.1	4	5	2	13	7	6	6	8	3	5	6	6	7	6	3	7	4	132	63	36	21	29	8	42	8	4	5	2	13	7	6	6	8	3	5	6	6	7	6	3	7	4	132	63	36	21	29	8	42	8
GCF_014397115.1	8	5	3	14	7	6	8	11	3	8	6	5	10	5	4	7	5	136	58	30	21	21	5	38	11	8	5	3	14	7	6	8	11	3	8	6	5	10	5	4	7	5	136	58	30	21	21	5	38	11
GCF_014466955.1	4	5	4	18	6	7	8	13	8	7	10	7	6	10	4	9	4	203	99	54	25	45	9	57	16	4	5	4	18	6	7	8	13	8	7	10	7	6	10	4	9	4	203	99	54	25	45	9	57	16
GCF_014467015.1	4	6	3	14	6	7	8	12	3	9	7	4	8	4	3	7	5	125	57	29	20	27	6	21	11	4	6	3	14	6	7	8	12	3	9	7	4	8	4	3	7	5	125	57	29	20	27	6	21	11
GCF_014467055.1	4	4	7	9	7	9	6	11	2	6	4	8	7	4	3	8	5	113	61	26	13	39	5	21	10	4	4	7	9	7	9	6	11	2	6	4	8	7	4	3	8	5	113	61	26	13	39	5	21	10
GCF_014489415.1	2	4	1	12	3	6	6	8	11	4	4	5	4	4	3	9	5	132	76	21	10	30	5	36	16	2	4	1	12	3	6	6	8	11	4	4	5	4	4	3	9	5	132	76	21	10	30	5	36	16
GCF_014489515.1	5	4	2	13	6	6	5	10	8	6	5	6	6	6	3	8	4	127	57	34	20	22	7	38	13	5	4	2	13	6	6	5	10	8	6	5	6	6	6	3	8	4	127	57	34	20	22	7	38	13
GCF_014489595.1	4	5	2	18	7	6	6	9	7	6	8	7	5	7	4	8	4	187	80	57	29	41	9	48	13	4	5	2	18	7	6	6	9	7	6	8	7	5	7	4	8	4	187	80	57	29	41	9	48	13
GCF_014489615.1	4	5	3	16	6	9	6	14	8	5	11	10	7	10	3	12	4	207	93	58	25	40	8	47	17	4	5	3	16	6	9	6	14	8	5	11	10	7	10	3	12	4	207	93	58	25	40	8	47	17
GCF_014489635.1	6	6	6	17	7	13	7	17	10	7	12	14	9	14	3	19	4	258	127	76	29	53	9	63	20	6	6	6	17	7	13	7	17	10	7	12	14	9	14	3	19	4	258	127	76	29	53	9	63	20
GCF_014495845.1	6	7	5	15	7	12	9	10	8	6	10	9	7	9	4	9	4	209	95	65	27	46	8	41	15	6	7	5	15	7	12	9	10	8	6	10	9	7	9	4	9	4	209	95	65	27	46	8	41	15
GCF_014522205.1	2	5	5	14	7	7	6	11	5	5	5	4	3	4	3	8	4	145	75	33	15	40	9	39	12	2	5	5	14	7	7	6	11	5	5	5	4	3	4	3	8	4	145	75	33	15	40	9	39	12
GCF_014524565.1	2	3	1	13	6	5	7	6	6	4	6	5	5	4	3	3	5	101	48	26	12	16	8	33	10	2	3	1	13	6	5	7	6	6	4	6	5	5	4	3	3	5	101	48	26	12	16	8	33	10
GCF_014541205.1	3	6	5	14	5	5	6	11	7	5	8	3	7	3	3	7	5	152	82	36	19	42	7	38	14	3	6	5	14	5	5	6	11	7	5	8	3	7	3	3	7	5	152	82	36	19	42	7	38	14
GCF_014621655.1	2	4	1	13	4	5	7	4	5	5	6	5	5	3	3	3	6	103	53	25	12	21	8	29	8	2	4	1	13	4	5	7	4	5	5	6	5	5	3	3	3	6	103	53	25	12	21	8	29	8
GCF_014656585.1	5	7	2	13	6	6	6	12	6	4	4	5	7	3	4	7	5	91	47	21	14	17	5	20	14	5	7	2	13	6	6	6	12	6	4	4	5	7	3	4	7	5	91	47	21	14	17	5	20	14
GCF_014672715.2	4	4	2	11	5	11	5	8	2	3	3	3	5	3	3	7	4	98	59	23	12	37	4	22	8	4	4	2	11	5	11	5	8	2	3	3	3	5	3	3	7	4	98	59	23	12	37	4	22	8
GCF_014680085.1	4	6	4	15	6	8	6	10	3	7	8	6	5	7	3	12	5	167	80	38	14	38	9	43	11	4	6	4	15	6	8	6	10	3	7	8	6	5	7	3	12	5	167	80	38	14	38	9	43	11
GCF_014692875.1	4	7	7	11	7	6	6	10	6	5	6	6	8	3	3	7	5	143	67	36	15	33	7	34	15	4	7	7	11	7	6	6	10	6	5	6	6	8	3	3	7	5	143	67	36	15	33	7	34	15
GCF_014697095.1	4	7	5	16	7	6	7	10	10	5	12	11	7	6	3	8	4	237	92	64	32	42	9	53	16	4	7	5	16	7	6	7	10	10	5	12	11	7	6	3	8	4	237	92	64	32	42	9	53	16
GCF_014701095.1	3	5	3	16	6	9	5	12	6	6	8	10	5	7	4	11	4	199	89	52	16	41	8	51	14	3	5	3	16	6	9	5	12	6	6	8	10	5	7	4	11	4	199	89	52	16	41	8	51	14
GCF_014770185.1	2	7	4	13	6	7	7	10	9	7	2	6	3	3	3	7	4	124	72	26	11	39	6	30	16	2	7	4	13	6	7	7	10	9	7	2	6	3	3	3	7	4	124	72	26	11	39	6	30	16
GCF_014779555.2	4	5	3	14	6	7	4	7	8	5	8	6	6	6	3	7	5	168	75	44	22	33	9	46	12	4	5	3	14	6	7	4	7	8	5	8	6	6	6	3	7	5	168	75	44	22	33	9	46	12
GCF_014789145.1	4	6	2	13	6	6	6	6	2	6	4	5	7	3	3	7	5	85	40	18	13	18	5	23	6	4	6	2	13	6	6	6	6	2	6	4	5	7	3	3	7	5	85	40	18	13	18	5	23	6
GCF_014805825.1	4	6	5	17	9	8	7	10	10	5	8	10	5	5	4	7	4	208	88	59	27	44	8	49	16	4	6	5	17	9	8	7	10	10	5	8	10	5	5	4	7	4	208	88	59	27	44	8	49	16
GCF_014844295.1	2	4	1	10	6	5	6	5	5	4	4	5	4	3	3	3	5	105	47	24	9	18	6	36	9	2	4	1	10	6	5	6	5	5	4	4	5	4	3	3	3	5	105	47	24	9	18	6	36	9
GCF_014852565.2	5	6	4	17	6	11	6	15	5	6	12	12	8	13	4	12	4	230	101	76	32	48	8	52	15	5	6	4	17	6	11	6	15	5	6	12	12	8	13	4	12	4	230	101	76	32	48	8	52	15
GCF_014863585.1	4	7	4	19	7	13	6	10	13	6	10	8	5	6	5	9	4	243	109	76	32	49	9	60	17	4	7	4	19	7	13	6	10	13	6	10	8	5	6	5	9	4	243	109	76	32	49	9	60	17
GCF_014863605.1	4	7	4	17	7	12	6	10	13	6	10	8	5	6	5	7	4	237	105	73	32	48	8	60	17	4	7	4	17	7	12	6	10	13	6	10	8	5	6	5	7	4	237	105	73	32	48	8	60	17
GCF_014879975.1	5	9	4	16	7	8	6	12	4	6	12	7	10	5	4	7	5	210	92	63	31	45	6	57	13	5	9	4	16	7	8	6	12	4	6	12	7	10	5	4	7	5	210	92	63	31	45	6	57	13
GCF_014896945.1	3	2	1	0	2	0	4	1	0	5	3	2	5	3	0	0	4	24	8	12	8	8	2	2	1	3	2	1	0	2	0	4	1	0	5	3	2	5	3	0	0	4	24	8	12	8	8	2	2	1
GCF_014898075.1	3	5	2	14	9	6	6	8	8	5	7	5	5	7	3	8	4	155	85	45	28	43	9	40	13	3	5	2	14	9	6	6	8	8	5	7	5	5	7	3	8	4	155	85	45	28	43	9	40	13
GCF_014898155.1	2	6	5	12	9	7	5	10	3	5	2	4	4	3	2	7	3	96	48	23	11	32	6	16	10	2	6	5	12	9	7	5	10	3	5	2	4	4	3	2	7	3	96	48	23	11	32	6	16	10
GCF_014898175.1	3	6	6	12	9	7	5	10	3	5	2	5	5	3	2	8	3	107	54	26	13	34	6	22	10	3	6	6	12	9	7	5	10	3	5	2	5	5	3	2	8	3	107	54	26	13	34	6	22	10
GCF_014905115.1	5	3	2	14	4	6	4	7	8	5	4	6	4	4	3	7	4	121	76	28	13	35	4	33	12	5	3	2	14	4	6	4	7	8	5	4	6	4	4	3	7	4	121	76	28	13	35	4	33	12
GCF_014905135.1	5	3	2	12	4	6	4	7	6	5	4	6	4	4	3	7	4	118	73	28	14	35	4	33	10	5	3	2	12	4	6	4	7	6	5	4	6	4	4	3	7	4	118	73	28	14	35	4	33	10
GCF_014926385.1	4	3	2	13	7	7	6	7	4	6	4	4	4	4	3	7	4	111	61	19	11	33	8	26	9	4	3	2	13	7	7	6	7	4	6	4	4	4	4	3	7	4	111	61	19	11	33	8	26	9
GCF_014931715.1	2	3	2	13	5	6	5	7	7	5	4	6	3	4	3	7	4	114	67	27	12	34	5	29	11	2	3	2	13	5	6	5	7	7	5	4	6	3	4	3	7	4	114	67	27	12	34	5	29	11
GCF_014946775.2	5	7	8	14	7	7	6	11	8	5	10	8	8	6	4	8	5	213	104	60	25	42	9	54	16	5	7	8	14	7	7	6	11	8	5	10	8	8	6	4	8	5	213	104	60	25	42	9	54	16
GCF_014960965.1	4	6	6	15	7	7	7	12	3	6	5	7	5	5	3	8	4	166	75	44	21	40	8	33	11	4	6	6	15	7	7	7	12	3	6	5	7	5	5	3	8	4	166	75	44	21	40	8	33	11
GCF_014961145.1	2	3	1	13	4	6	5	5	5	5	4	6	3	3	3	2	5	85	45	20	10	12	7	27	9	2	3	1	13	4	6	5	5	5	5	4	6	3	3	3	2	5	85	45	20	10	12	7	27	9
GCF_015097275.1	8	5	3	10	6	8	6	7	8	5	9	6	8	5	3	5	5	133	65	34	17	36	7	25	12	8	5	3	10	6	8	6	7	8	5	9	6	8	5	3	5	5	133	65	34	17	36	7	25	12
GCF_015097455.1	3	7	5	12	6	8	6	11	8	4	3	5	8	3	3	7	5	105	68	21	13	42	6	20	14	3	7	5	12	6	8	6	11	8	4	3	5	8	3	3	7	5	105	68	21	13	42	6	20	14
GCF_015101885.1	4	6	3	15	7	8	6	11	11	5	8	7	5	7	4	11	4	189	86	61	30	42	7	44	17	4	6	3	15	7	8	6	11	11	5	8	7	5	7	4	11	4	189	86	61	30	42	7	44	17
GCF_015139575.1	7	9	11	17	7	7	8	13	8	7	15	8	10	6	4	8	5	274	108	86	39	49	9	61	16	7	9	11	17	7	7	8	13	8	7	15	8	10	6	4	8	5	274	108	86	39	49	9	61	16
GCF_015140235.1	5	3	2	11	7	9	6	9	2	7	3	5	5	4	3	8	4	108	58	24	10	38	7	23	9	5	3	2	11	7	9	6	9	2	7	3	5	5	4	3	8	4	108	58	24	10	38	7	23	9
GCF_015159595.1	4	3	7	2	6	7	6	10	5	6	7	2	5	2	3	7	5	117	60	28	10	33	4	22	12	4	3	7	2	6	7	6	10	5	6	7	2	5	2	3	7	5	117	60	28	10	33	4	22	12
GCF_015167415.1	6	7	8	14	7	7	8	12	9	7	12	8	7	7	4	8	5	233	101	63	32	45	8	60	17	6	7	8	14	7	7	8	12	9	7	12	8	7	7	4	8	5	233	101	63	32	45	8	60	17
GCF_015209725.1	3	3	2	12	6	6	4	7	8	5	6	6	6	5	3	7	5	142	69	35	20	32	7	35	12	3	3	2	12	6	6	4	7	8	5	6	6	6	5	3	7	5	142	69	35	20	32	7	35	12
GCF_015209745.1	3	3	2	12	6	6	4	7	7	5	6	6	6	5	3	7	5	142	68	34	19	31	7	38	11	3	3	2	12	6	6	4	7	7	5	6	6	6	5	3	7	5	142	68	34	19	31	7	38	11
GCF_015240255.1	3	6	2	12	8	12	4	8	10	4	9	8	7	8	3	8	4	165	84	51	24	40	7	43	14	3	6	2	12	8	12	4	8	10	4	9	8	7	8	3	8	4	165	84	51	24	40	7	43	14
GCF_015244315.1	3	5	7	14	6	9	6	13	5	6	9	8	4	7	5	15	4	208	101	58	17	44	6	53	13	3	5	7	14	6	9	6	13	5	6	9	8	4	7	5	15	4	208	101	58	17	44	6	53	13
GCF_015265455.1	4	3	2	14	4	6	5	8	8	5	5	6	4	4	3	7	4	124	74	29	15	38	5	31	13	4	3	2	14	4	6	5	8	8	5	5	6	4	4	3	7	4	124	74	29	15	38	5	31	13
GCF_015265475.1	4	3	2	14	5	6	5	8	7	5	5	6	4	4	3	8	4	127	77	29	14	39	6	32	12	4	3	2	14	5	6	5	8	7	5	5	6	4	4	3	8	4	127	77	29	14	39	6	32	12
GCF_015277515.1	4	8	5	11	7	8	4	10	4	6	6	3	8	3	3	7	5	98	48	19	12	28	7	21	10	4	8	5	11	7	8	4	10	4	6	6	3	8	3	3	7	5	98	48	19	12	28	7	21	10
GCF_015277815.1	6	7	6	16	6	8	7	13	6	6	6	10	6	7	3	7	4	171	82	56	25	42	8	37	15	6	7	6	16	6	8	7	13	6	6	6	10	6	7	3	7	4	171	82	56	25	42	8	37	15
GCF_015277855.1	6	5	6	15	6	8	10	11	6	7	6	11	5	7	3	8	4	166	82	49	22	41	8	36	14	6	5	6	15	6	8	10	11	6	7	6	11	5	7	3	8	4	166	82	49	22	41	8	36	14
GCF_015277875.1	6	5	6	15	6	7	7	12	7	6	7	4	5	5	3	11	4	148	82	36	21	40	8	32	15	6	5	6	15	6	7	7	12	7	6	7	4	5	5	3	11	4	148	82	36	21	40	8	32	15
GCF_015277895.1	3	5	5	15	6	7	7	12	4	6	7	6	4	6	4	8	4	158	75	45	19	37	8	40	12	3	5	5	15	6	7	7	12	4	6	7	6	4	6	4	8	4	158	75	45	19	37	8	40	12
GCF_015291705.1	5	8	6	15	8	10	6	10	11	5	13	8	12	11	7	10	4	253	112	81	46	53	9	60	18	5	8	6	15	8	10	6	10	11	5	13	8	12	11	7	10	4	253	112	81	46	53	9	60	18
GCF_015326295.1	6	8	4	16	8	9	7	9	9	6	9	8	8	8	3	7	4	201	84	57	31	43	9	45	15	6	8	4	16	8	9	7	9	9	6	9	8	8	8	3	7	4	201	84	57	31	43	9	45	15
GCF_015326725.1	2	6	7	11	8	7	6	15	6	7	4	6	4	4	5	8	5	168	89	36	15	40	5	48	14	2	6	7	11	8	7	6	15	6	7	4	6	4	4	5	8	5	168	89	36	15	40	5	48	14
GCF_015356115.1	2	7	6	14	5	5	6	12	10	4	7	6	6	4	3	7	5	155	83	39	18	40	7	33	17	2	7	6	14	5	5	6	12	10	4	7	6	6	4	3	7	5	155	83	39	18	40	7	33	17
GCF_015377145.2	4	7	2	18	7	10	6	8	10	5	10	8	5	6	4	8	4	214	95	63	31	44	8	59	14	4	7	2	18	7	10	6	8	10	5	10	8	5	6	4	8	4	214	95	63	31	44	8	59	14
GCF_015476115.1	4	5	6	10	6	6	6	9	6	5	9	7	8	6	3	3	5	133	65	35	16	31	7	33	13	4	5	6	10	6	6	6	9	6	5	9	7	8	6	3	3	5	133	65	35	16	31	7	33	13
GCF_015476235.1	4	5	3	16	8	6	6	9	7	6	9	7	5	7	4	9	4	181	80	60	32	39	10	43	13	4	5	3	16	8	6	6	9	7	6	9	7	5	7	4	9	4	181	80	60	32	39	10	43	13
GCF_015500095.1	4	7	7	11	5	7	6	10	12	6	9	5	7	5	3	4	5	132	77	37	17	37	6	27	16	4	7	7	11	5	7	6	10	12	6	9	5	7	5	3	4	5	132	77	37	17	37	6	27	16
GCF_015624505.1	5	8	5	15	9	8	6	9	7	5	11	9	11	9	7	9	4	230	97	69	36	48	9	54	13	5	8	5	15	9	8	6	9	7	5	11	9	11	9	7	9	4	230	97	69	36	48	9	54	13
GCF_015644725.1	4	6	2	15	8	5	5	10	9	5	9	9	7	5	3	8	5	177	85	49	26	43	9	40	16	4	6	2	15	8	5	5	10	9	5	9	9	7	5	3	8	5	177	85	49	26	43	9	40	16
GCF_015679185.1	2	6	6	10	6	6	6	12	8	5	5	4	7	2	3	7	4	130	69	29	13	34	7	30	17	2	6	6	10	6	6	6	12	8	5	5	4	7	2	3	7	4	130	69	29	13	34	7	30	17
GCF_015679265.1	5	8	3	15	8	8	6	9	7	6	9	5	7	7	4	10	4	188	87	57	24	37	8	46	13	5	8	3	15	8	8	6	9	7	6	9	5	7	7	4	10	4	188	87	57	24	37	8	46	13
GCF_015689195.1	5	7	8	14	7	7	6	12	11	5	10	9	7	6	4	8	6	224	108	60	24	43	9	54	19	5	7	8	14	7	7	6	12	11	5	10	9	7	6	4	8	6	224	108	60	24	43	9	54	19
GCF_015689335.1	4	6	2	15	8	9	6	12	13	5	11	7	6	8	5	8	4	207	91	62	31	44	9	53	20	4	6	2	15	8	9	6	12	13	5	11	7	6	8	5	8	4	207	91	62	31	44	9	53	20
GCF_015689395.1	2	4	4	11	6	6	3	16	7	5	1	2	5	2	4	7	5	82	41	12	8	18	4	22	16	2	4	4	11	6	6	3	16	7	5	1	2	5	2	4	7	5	82	41	12	8	18	4	22	16
GCF_015689495.1	4	8	5	17	7	7	8	9	10	5	14	9	7	6	3	8	5	232	92	66	35	43	8	52	15	4	8	5	17	7	7	8	9	10	5	14	9	7	6	3	8	5	232	92	66	35	43	8	52	15
GCF_015708635.1	4	3	5	8	7	9	7	16	9	7	7	5	10	4	3	8	5	125	61	34	18	26	5	32	18	4	3	5	8	7	9	7	16	9	7	7	5	10	4	3	8	5	125	61	34	18	26	5	32	18
GCF_015775975.1	5	5	8	12	5	7	6	10	3	6	8	5	8	3	4	7	5	144	70	30	18	32	5	40	8	5	5	8	12	5	7	6	10	3	6	8	5	8	3	4	7	5	144	70	30	18	32	5	40	8
GCF_015999465.1	6	7	2	13	7	6	8	10	9	6	9	6	7	6	4	8	5	190	96	50	22	41	8	50	16	6	7	2	13	7	6	8	10	9	6	9	6	7	6	4	8	5	190	96	50	22	41	8	50	16
GCF_016026575.1	3	4	2	13	7	8	4	10	6	6	3	2	5	2	4	6	5	77	39	13	9	18	7	14	12	3	4	2	13	7	8	4	10	6	6	3	2	5	2	4	6	5	77	39	13	9	18	7	14	12
GCF_016026755.1	4	5	3	13	6	8	6	8	1	7	7	4	7	5	3	7	5	157	81	36	19	38	6	53	7	4	5	3	13	6	8	6	8	1	7	7	4	7	5	3	7	5	157	81	36	19	38	6	53	7
GCF_016027375.1	2	4	6	9	6	6	7	14	8	7	3	2	5	2	4	6	5	112	54	21	8	21	4	33	15	2	4	6	9	6	6	7	14	8	7	3	2	5	2	4	6	5	112	54	21	8	21	4	33	15
GCF_016027855.1	7	7	7	14	8	6	8	11	9	7	10	7	8	6	4	9	5	236	106	65	35	44	9	58	16	7	7	7	14	8	6	8	11	9	7	10	7	8	6	4	9	5	236	106	65	35	44	9	58	16
GCF_016028275.1	3	5	5	12	6	7	5	12	4	6	5	3	5	3	3	7	5	137	62	32	16	28	5	40	9	3	5	5	12	6	7	5	12	4	6	5	3	5	3	3	7	5	137	62	32	16	28	5	40	9
GCF_016028295.1	2	5	4	12	5	6	6	10	2	6	4	3	4	2	3	7	5	113	55	22	13	21	5	37	8	2	5	4	12	5	6	6	10	2	6	4	3	4	2	3	7	5	113	55	22	13	21	5	37	8
GCF_016028515.1	4	8	3	19	9	9	6	7	8	6	11	8	5	5	5	8	4	217	98	72	38	46	11	53	12	4	8	3	19	9	9	6	7	8	6	11	8	5	5	5	8	4	217	98	72	38	46	11	53	12
GCF_016028635.1	4	9	2	19	9	8	6	7	8	5	11	7	5	6	5	8	4	210	98	71	35	44	11	54	12	4	9	2	19	9	8	6	7	8	5	11	7	5	6	5	8	4	210	98	71	35	44	11	54	12
GCF_016117655.1	2	4	4	8	6	7	4	6	4	4	5	5	4	4	3	6	5	87	48	18	9	28	3	17	8	2	4	4	8	6	7	4	6	4	4	5	5	4	4	3	6	5	87	48	18	9	28	3	17	8
GCF_016126655.1	6	4	8	4	5	4	5	13	3	6	3	3	6	1	3	6	5	78	29	17	10	17	6	15	11	6	4	8	4	5	4	5	13	3	6	3	3	6	1	3	6	5	78	29	17	10	17	6	15	11
GCF_016127195.1	6	6	3	16	7	7	7	13	8	5	11	7	11	5	3	7	6	202	97	60	30	45	9	51	17	6	6	3	16	7	7	7	13	8	5	11	7	11	5	3	7	6	202	97	60	30	45	9	51	17
GCF_016127275.1	2	4	2	11	7	6	4	11	5	5	3	3	5	2	3	8	5	99	54	15	9	31	4	29	11	2	4	2	11	7	6	4	11	5	5	3	3	5	2	3	8	5	99	54	15	9	31	4	29	11
GCF_016127355.1	3	5	2	14	7	6	6	7	9	5	5	5	5	4	3	8	4	121	69	30	15	34	8	31	13	3	5	2	14	7	6	6	7	9	5	5	5	5	4	3	8	4	121	69	30	15	34	8	31	13
GCF_016127455.1	3	5	10	12	5	7	5	11	4	6	6	5	5	3	4	7	5	142	66	29	15	29	5	38	9	3	5	10	12	5	7	5	11	4	6	6	5	5	3	4	7	5	142	66	29	15	29	5	38	9
GCF_016127475.1	3	4	3	8	7	5	4	8	1	5	2	3	4	2	3	6	5	75	33	12	10	15	5	17	7	3	4	3	8	7	5	4	8	1	5	2	3	4	2	3	6	5	75	33	12	10	15	5	17	7
GCF_016127855.1	3	5	1	13	5	7	6	7	2	4	4	5	4	3	3	10	4	124	71	29	15	35	7	32	7	3	5	1	13	5	7	6	7	2	4	4	5	4	3	3	10	4	124	71	29	15	35	7	32	7
GCF_016127955.1	3	5	1	13	5	7	6	7	2	5	3	5	3	3	3	10	4	125	73	28	15	37	7	32	7	3	5	1	13	5	7	6	7	2	5	3	5	3	3	3	10	4	125	73	28	15	37	7	32	7
GCF_016127995.1	3	4	4	6	2	6	7	8	3	6	3	3	3	3	3	7	4	92	45	28	14	25	7	22	8	3	4	4	6	2	6	7	8	3	6	3	3	3	3	3	7	4	92	45	28	14	25	7	22	8
GCF_016128095.1	3	4	2	11	6	6	3	10	4	5	4	3	8	3	4	7	5	91	40	18	14	19	4	22	11	3	4	2	11	6	6	3	10	4	5	4	3	8	3	4	7	5	91	40	18	14	19	4	22	11
GCF_016132445.1	4	5	2	14	8	6	6	6	7	5	8	7	5	5	3	7	4	160	79	46	23	40	8	41	11	4	5	2	14	8	6	6	6	7	5	8	7	5	5	3	7	4	160	79	46	23	40	8	41	11
GCF_016132545.1	5	4	2	12	4	5	7	7	7	5	9	6	6	5	3	7	5	167	82	49	23	38	5	44	11	5	4	2	12	4	5	7	7	7	5	9	6	6	5	3	7	5	167	82	49	23	38	5	44	11
GCF_016134045.1	3	8	6	15	8	8	6	8	3	5	7	8	6	6	3	7	4	168	75	49	23	40	8	40	8	3	8	6	15	8	8	6	8	3	5	7	8	6	6	3	7	4	168	75	49	23	40	8	40	8
GCF_016250455.1	3	5	3	13	6	6	6	10	14	4	8	5	6	5	3	8	4	150	80	39	18	40	6	41	19	3	5	3	13	6	6	6	10	14	4	8	5	6	5	3	8	4	150	80	39	18	40	6	41	19
GCF_016406105.1	2	4	1	11	8	7	7	9	3	7	6	5	4	3	4	8	5	152	78	35	13	38	5	40	9	2	4	1	11	8	7	7	9	3	7	6	5	4	3	4	8	5	152	78	35	13	38	5	40	9
GCF_016406325.1	4	7	4	16	7	7	7	12	9	5	10	7	7	6	3	7	5	194	98	51	29	48	9	50	16	4	7	4	16	7	7	7	12	9	5	10	7	7	6	3	7	5	194	98	51	29	48	9	50	16
GCF_016458825.1	5	4	2	7	8	2	5	8	2	5	6	6	7	5	3	6	5	114	51	23	16	33	5	22	8	5	4	2	7	8	2	5	8	2	5	6	6	7	5	3	6	5	114	51	23	16	33	5	22	8
GCF_016469335.1	4	6	2	13	8	5	6	6	3	5	8	7	6	4	3	7	5	160	77	45	23	41	7	44	7	4	6	2	13	8	5	6	6	3	5	8	7	6	4	3	7	5	160	77	45	23	41	7	44	7
GCF_016593255.1	5	4	2	12	6	6	4	8	7	4	4	7	4	3	3	8	4	127	72	30	15	37	6	33	12	5	4	2	12	6	6	4	8	7	4	4	7	4	3	3	8	4	127	72	30	15	37	6	33	12
GCF_016598615.1	3	6	5	16	6	10	6	12	5	6	10	8	5	9	4	11	4	213	97	65	23	45	8	52	13	3	6	5	16	6	10	6	12	5	6	10	8	5	9	4	11	4	213	97	65	23	45	8	52	13
GCF_016598775.1	3	3	1	6	5	6	6	7	2	6	3	4	3	3	3	8	4	98	52	24	11	31	7	24	7	3	3	1	6	5	6	6	7	2	6	3	4	3	3	3	8	4	98	52	24	11	31	7	24	7
GCF_016599635.1	3	8	3	17	7	9	7	7	9	6	10	9	6	5	5	8	4	208	91	61	28	42	8	54	13	3	8	3	17	7	9	7	7	9	6	10	9	6	5	5	8	4	208	91	61	28	42	8	54	13
GCF_016599755.1	3	5	2	15	7	7	6	10	4	5	3	7	3	4	3	8	4	149	76	34	20	42	10	39	11	3	5	2	15	7	7	6	10	4	5	3	7	3	4	3	8	4	149	76	34	20	42	10	39	11
GCF_016599795.1	5	4	5	12	5	6	6	9	3	6	8	3	7	3	4	7	5	135	65	30	17	28	5	38	8	5	4	5	12	5	6	6	9	3	6	8	3	7	3	4	7	5	135	65	30	17	28	5	38	8
GCF_016613535.2	3	3	2	13	6	6	4	8	8	5	6	6	6	5	3	8	5	142	68	35	19	31	8	39	13	3	3	2	13	6	6	4	8	8	5	6	6	6	5	3	8	5	142	68	35	19	31	8	39	13
GCF_016618195.1	5	6	5	12	6	6	9	14	11	6	11	7	7	7	4	8	5	221	101	59	31	42	6	55	20	5	6	5	12	6	6	9	14	11	6	11	7	7	7	4	8	5	221	101	59	31	42	6	55	20
GCF_016638705.1	1	4	3	12	6	7	6	12	4	7	8	4	5	5	3	7	6	165	78	33	17	36	5	52	13	1	4	3	12	6	7	6	12	4	7	8	4	5	5	3	7	6	165	78	33	17	36	5	52	13
GCF_016653635.2	5	6	8	16	8	9	6	12	11	6	14	9	11	9	4	9	4	230	103	73	36	43	8	52	19	5	6	8	16	8	9	6	12	11	6	14	9	11	9	4	9	4	230	103	73	36	43	8	52	19
GCF_016656965.1	3	5	2	13	6	6	5	6	4	5	7	5	6	6	3	7	4	131	63	34	18	32	7	36	8	3	5	2	13	6	6	5	6	4	5	7	5	6	6	3	7	4	131	63	34	18	32	7	36	8
GCF_016698705.1	4	8	9	19	6	7	7	10	13	6	10	8	7	6	5	10	4	247	100	76	35	47	7	57	18	4	8	9	19	6	7	7	10	13	6	10	8	7	6	5	10	4	247	100	76	35	47	7	57	18
GCF_016724785.1	4	3	2	9	7	6	4	10	8	5	4	6	5	2	3	8	5	114	49	22	11	19	5	30	14	4	3	2	9	7	6	4	10	8	5	4	6	5	2	3	8	5	114	49	22	11	19	5	30	14
GCF_016724805.1	3	3	2	14	6	6	7	6	7	5	7	4	6	4	3	5	4	123	71	30	15	39	8	31	11	3	3	2	14	6	6	7	6	7	5	7	4	6	4	3	5	4	123	71	30	15	39	8	31	11
GCF_016725005.1	4	4	2	11	7	6	3	12	5	5	4	2	7	3	4	6	5	83	39	18	14	17	4	19	13	4	4	2	11	7	6	3	12	5	5	4	2	7	3	4	6	5	83	39	18	14	17	4	19	13
GCF_016725245.1	2	6	3	12	6	6	5	8	3	7	4	5	5	2	3	13	5	130	71	25	15	29	5	38	7	2	6	3	12	6	6	5	8	3	7	4	5	5	2	3	13	5	130	71	25	15	29	5	38	7
