Genome	map00010	map00030	map00040	map00051	map00220	map00230	map00240	map00250	map00260	map00270	map00300	map00400	map00470	map00520	map00541	map00550	map00562	map00564	map00620	map00630	map00670	map00710	map00720	map00730	map00740	map00760	map00770	map00860	map00900	map00910	map00970	map01100	map01110	map01120	map01200	map01210	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00051	rn00220	rn00230	rn00240	rn00250	rn00260	rn00270	rn00300	rn00400	rn00470	rn00520	rn00541	rn00550	rn00562	rn00564	rn00620	rn00630	rn00670	rn00710	rn00720	rn00730	rn00740	rn00760	rn00770	rn00860	rn00900	rn00910	rn00970	rn01100	rn01110	rn01120	rn01200	rn01210	rn01230	rn01232	rn01240	rn01250
GCF_006542275.1	4	7	10	2	6	12	8	7	8	13	6	12	7	16	6	6	2	1	3	5	5	5	3	5	9	4	3	11	8	10	5	172	90	43	15	6	42	5	41	18	4	7	10	2	6	12	8	7	8	13	6	12	7	16	6	6	2	1	3	5	5	5	3	5	9	4	3	11	8	10	5	172	90	43	15	6	42	5	41	18
GCF_006542335.1	1	7	3	1	2	13	6	6	7	10	6	11	5	8	8	4	1	2	3	1	2	4	1	3	4	2	3	7	6	1	4	126	66	28	13	4	35	7	31	12	1	7	3	1	2	13	6	6	7	10	6	11	5	8	8	4	1	2	3	1	2	4	1	3	4	2	3	7	6	1	4	126	66	28	13	4	35	7	31	12
GCF_006542355.1	2	6	3	1	2	12	6	6	7	10	6	11	5	7	8	4	1	3	4	1	5	5	2	3	5	2	3	12	8	1	4	132	67	28	15	4	34	7	34	12	2	6	3	1	2	12	6	6	7	10	6	11	5	7	8	4	1	3	4	1	5	5	2	3	5	2	3	12	8	1	4	132	67	28	15	4	34	7	34	12
GCF_006542645.1	5	3	1	2	1	12	7	7	6	5	4	7	6	8	9	5	1	1	7	2	5	5	4	3	3	1	3	2	6	2	5	109	57	22	10	4	29	6	21	14	5	3	1	2	1	12	7	7	6	5	4	7	6	8	9	5	1	1	7	2	5	5	4	3	3	1	3	2	6	2	5	109	57	22	10	4	29	6	21	14
GCF_006542665.1	5	4	3	2	2	13	7	7	6	4	5	8	6	6	5	5	1	1	5	2	4	6	4	3	3	1	3	2	7	2	5	103	55	23	11	4	31	7	21	9	5	4	3	2	2	13	7	7	6	4	5	8	6	6	5	5	1	1	5	2	4	6	4	3	3	1	3	2	7	2	5	103	55	23	11	4	31	7	21	9
GCF_006542685.1	5	4	2	2	2	12	7	7	5	4	4	8	6	7	12	5	1	1	4	3	7	6	5	4	4	1	3	3	8	3	5	110	61	24	13	2	28	6	22	15	5	4	2	2	2	12	7	7	5	4	4	8	6	7	12	5	1	1	4	3	7	6	5	4	4	1	3	3	8	3	5	110	61	24	13	2	28	6	22	15
GCF_006547045.1	3	4	4	1	2	13	6	6	7	7	5	10	4	7	7	5	1	3	6	6	6	6	5	4	4	3	3	15	7	5	5	156	70	41	21	3	32	8	41	11	3	4	4	1	2	13	6	6	7	7	5	10	4	7	7	5	1	3	6	6	6	6	5	4	4	3	3	15	7	5	5	156	70	41	21	3	32	8	41	11
GCF_006575665.1	2	5	7	1	2	9	7	5	8	11	6	9	7	7	4	5	2	2	8	3	6	6	4	6	7	2	3	10	7	5	5	149	71	38	14	6	38	6	41	11	2	5	7	1	2	9	7	5	8	11	6	9	7	7	4	5	2	2	8	3	6	6	4	6	7	2	3	10	7	5	5	149	71	38	14	6	38	6	41	11
GCF_006711645.1	7	7	11	2	4	15	7	7	11	13	8	17	8	12	9	7	3	3	12	15	7	10	5	6	6	4	4	16	8	6	5	253	108	71	33	7	48	9	60	17	7	7	11	2	4	15	7	7	11	13	8	17	8	12	9	7	3	3	12	15	7	10	5	6	6	4	4	16	8	6	5	253	108	71	33	7	48	9	60	17
GCF_006716135.1	3	5	4	3	4	16	6	9	13	8	7	13	5	13	7	5	4	1	8	9	8	4	7	5	7	5	4	18	11	7	4	194	89	52	16	5	39	8	53	15	3	5	4	3	4	16	6	9	13	8	7	13	5	13	7	5	4	1	8	9	8	4	7	5	7	5	4	18	11	7	4	194	89	52	16	5	39	8	53	15
GCF_006738645.1	4	4	3	2	5	13	7	8	15	11	7	12	5	9	9	6	1	1	10	9	6	8	7	6	7	2	4	14	9	3	4	205	86	51	25	5	42	7	40	15	4	4	3	2	5	13	7	8	15	11	7	12	5	9	9	6	1	1	10	9	6	8	7	6	7	2	4	14	9	3	4	205	86	51	25	5	42	7	40	15
GCF_006739385.1	4	5	2	2	3	13	7	7	9	8	6	10	7	10	2	5	2	1	5	6	6	6	6	5	4	3	3	14	8	2	4	142	65	32	17	4	35	7	42	9	4	5	2	2	3	13	7	7	9	8	6	10	7	10	2	5	2	1	5	6	6	6	6	5	4	3	3	14	8	2	4	142	65	32	17	4	35	7	42	9
GCF_006770265.1	2	4	7	1	3	11	7	7	7	8	4	9	4	12	5	5	1	1	6	2	5	8	3	1	8	3	3	0	6	2	5	113	56	25	16	4	34	4	28	13	2	4	7	1	3	11	7	7	7	8	4	9	4	12	5	5	1	1	6	2	5	8	3	1	8	3	3	0	6	2	5	113	56	25	16	4	34	4	28	13
GCF_006770285.1	2	4	6	1	3	11	7	7	7	8	4	9	4	11	5	5	1	1	6	2	5	8	3	1	8	3	3	0	6	2	5	108	57	24	14	4	34	4	28	13	2	4	6	1	3	11	7	7	7	8	4	9	4	11	5	5	1	1	6	2	5	8	3	1	8	3	3	0	6	2	5	108	57	24	14	4	34	4	28	13
GCF_006874765.1	4	4	2	2	2	14	3	6	6	10	4	10	6	9	10	6	1	2	5	2	4	5	3	5	5	1	3	10	5	1	5	132	69	24	12	6	33	5	35	15	4	4	2	2	2	14	3	6	6	10	4	10	6	9	10	6	1	2	5	2	4	5	3	5	5	1	3	10	5	1	5	132	69	24	12	6	33	5	35	15
GCF_006965445.1	2	5	4	1	2	12	6	6	6	9	4	8	4	11	5	5	1	1	5	2	4	5	4	4	2	2	4	8	6	1	5	112	66	24	13	4	32	4	33	12	2	5	4	1	2	12	6	6	6	9	4	8	4	11	5	5	1	1	5	2	4	5	4	4	2	2	4	8	6	1	5	112	66	24	13	4	32	4	33	12
GCF_006965545.2	4	7	12	2	2	12	8	6	11	13	7	9	6	13	4	6	1	2	8	4	3	11	5	5	8	3	4	9	8	1	6	159	75	38	20	6	37	5	37	12	4	7	12	2	2	12	8	6	11	13	7	9	6	13	4	6	1	2	8	4	3	11	5	5	8	3	4	9	8	1	6	159	75	38	20	6	37	5	37	12
GCF_006970865.1	6	5	3	1	3	16	7	6	8	8	7	9	6	7	6	5	1	2	9	11	7	5	9	5	7	4	4	14	8	5	4	192	80	55	25	6	37	9	56	10	6	5	3	1	3	16	7	6	8	8	7	9	6	7	6	5	1	2	9	11	7	5	9	5	7	4	4	14	8	5	4	192	80	55	25	6	37	9	56	10
GCF_006974105.1	4	6	2	4	7	17	7	10	10	7	7	9	6	9	13	6	3	2	8	15	9	6	7	4	5	4	4	16	8	9	4	192	83	55	23	6	41	9	40	18	4	6	2	4	7	17	7	10	10	7	7	9	6	9	13	6	3	2	8	15	9	6	7	4	5	4	4	16	8	9	4	192	83	55	23	6	41	9	40	18
GCF_006974145.1	4	5	4	2	2	10	6	6	10	8	7	9	6	10	6	5	1	2	11	6	6	8	6	2	5	1	3	9	3	3	4	132	68	35	17	7	36	7	34	13	4	5	4	2	2	10	6	6	10	8	7	9	6	10	6	5	1	2	11	6	6	8	6	2	5	1	3	9	3	3	4	132	68	35	17	7	36	7	34	13
GCF_007000325.2	6	9	6	3	9	16	8	11	12	9	6	10	7	9	8	7	4	3	9	12	8	8	7	3	5	2	3	17	9	8	4	197	90	53	28	4	44	8	41	13	6	9	6	3	9	16	8	11	12	9	6	10	7	9	8	7	4	3	9	12	8	8	7	3	5	2	3	17	9	8	4	197	90	53	28	4	44	8	41	13
GCF_007004545.3	4	7	3	1	4	16	8	9	12	10	7	15	6	15	9	5	1	3	12	18	10	7	7	3	8	2	3	13	7	8	5	220	102	71	40	5	47	8	58	17	4	7	3	1	4	16	8	9	12	10	7	15	6	15	9	5	1	3	12	18	10	7	7	3	8	2	3	13	7	8	5	220	102	71	40	5	47	8	58	17
GCF_007164725.1	3	4	7	1	0	9	6	5	6	9	5	10	5	10	8	5	1	0	7	0	5	3	4	4	4	1	3	11	5	0	4	114	59	20	8	2	30	4	38	12	3	4	7	1	0	9	6	5	6	9	5	10	5	10	8	5	1	0	7	0	5	3	4	4	4	1	3	11	5	0	4	114	59	20	8	2	30	4	38	12
GCF_007197555.1	4	7	3	2	4	17	8	10	11	10	7	14	6	15	11	5	1	3	10	12	9	7	5	3	8	2	3	11	7	8	5	209	98	63	30	5	46	9	54	19	4	7	3	2	4	17	8	10	11	10	7	14	6	15	11	5	1	3	10	12	9	7	5	3	8	2	3	11	7	8	5	209	98	63	30	5	46	9	54	19
GCF_007197575.1	2	6	2	1	3	14	6	8	7	8	4	12	5	10	4	4	2	1	10	10	5	5	6	2	4	3	3	10	8	3	4	136	68	34	18	3	32	8	31	10	2	6	2	1	3	14	6	8	7	8	4	12	5	10	4	4	2	1	10	10	5	5	6	2	4	3	3	10	8	3	4	136	68	34	18	3	32	8	31	10
GCF_007197735.1	2	3	5	2	3	11	6	7	10	10	7	8	6	10	6	5	1	2	7	5	6	5	4	3	5	2	3	15	3	6	5	137	66	36	14	6	35	8	37	12	2	3	5	2	3	11	6	7	10	10	7	8	6	10	6	5	1	2	7	5	6	5	4	3	5	2	3	15	3	6	5	137	66	36	14	6	35	8	37	12
GCF_007197755.1	4	4	2	2	5	15	8	8	8	9	6	11	5	9	10	5	1	1	10	11	7	7	7	5	6	1	5	19	8	7	4	187	87	50	24	5	42	8	47	15	4	4	2	2	5	15	8	8	8	9	6	11	5	9	10	5	1	1	10	11	7	7	7	5	6	1	5	19	8	7	4	187	87	50	24	5	42	8	47	15
GCF_007289895.1	5	7	7	5	5	13	5	5	8	14	7	13	5	11	7	5	3	2	10	3	7	8	5	3	5	2	3	12	7	7	5	179	87	53	23	7	46	5	42	15	5	7	7	5	5	13	5	5	8	14	7	13	5	11	7	5	3	2	10	3	7	8	5	3	5	2	3	12	7	7	5	179	87	53	23	7	46	5	42	15
GCF_007361795.1	4	7	1	1	2	16	7	6	5	1	4	10	5	6	6	4	1	3	6	1	3	6	4	1	5	3	3	7	2	1	5	125	57	28	17	2	27	8	37	10	4	7	1	1	2	16	7	6	5	1	4	10	5	6	6	4	1	3	6	1	3	6	4	1	5	3	3	7	2	1	5	125	57	28	17	2	27	8	37	10
GCF_007362775.1	2	7	5	2	4	14	5	10	10	7	6	14	6	9	3	6	2	1	6	5	5	2	2	5	6	4	3	10	8	7	4	151	75	35	12	4	39	5	35	9	2	7	5	2	4	14	5	10	10	7	6	14	6	9	3	6	2	1	6	5	5	2	2	5	6	4	3	10	8	7	4	151	75	35	12	4	39	5	35	9
GCF_007431345.1	4	5	2	1	7	17	9	10	9	8	7	12	6	8	8	5	1	1	9	12	7	6	7	4	6	3	3	8	8	9	4	180	90	55	28	7	46	11	41	13	4	5	2	1	7	17	9	10	9	8	7	12	6	8	8	5	1	1	9	12	7	6	7	4	6	3	3	8	8	9	4	180	90	55	28	7	46	11	41	13
GCF_007475525.1	5	5	2	1	3	13	6	6	5	5	5	10	5	6	5	5	1	2	7	4	2	6	4	3	6	2	3	5	7	3	4	117	69	31	16	6	32	6	29	10	5	5	2	1	3	13	6	6	5	5	5	10	5	6	5	5	1	2	7	4	2	6	4	3	6	2	3	5	7	3	4	117	69	31	16	6	32	6	29	10
GCF_007559005.1	3	4	2	1	3	14	7	7	9	8	6	14	6	8	5	5	2	2	10	8	8	6	8	5	6	4	3	15	7	2	4	160	84	40	21	4	40	9	48	10	3	4	2	1	3	14	7	7	9	8	6	14	6	8	5	5	2	2	10	8	8	6	8	5	6	4	3	15	7	2	4	160	84	40	21	4	40	9	48	10
GCF_007559025.1	2	5	2	1	3	14	7	7	8	8	7	14	7	8	5	5	2	2	11	10	8	2	10	3	7	4	3	9	7	7	4	169	90	47	24	5	46	9	43	10	2	5	2	1	3	14	7	7	8	8	7	14	7	8	5	5	2	2	11	10	8	2	10	3	7	4	3	9	7	7	4	169	90	47	24	5	46	9	43	10
GCF_007748115.1	5	7	3	3	4	16	4	8	6	5	4	10	2	9	6	2	2	1	10	3	6	9	6	2	5	3	2	7	8	5	5	136	68	36	18	3	36	8	29	12	5	7	3	3	4	16	4	8	6	5	4	10	2	9	6	2	2	1	10	3	6	9	6	2	5	3	2	7	8	5	5	136	68	36	18	3	36	8	29	12
GCF_007795095.1	4	3	2	1	2	13	6	6	6	8	4	10	5	7	7	5	1	2	7	8	6	6	6	4	4	2	3	9	8	2	5	146	61	39	25	1	23	8	36	11	4	3	2	1	2	13	6	6	6	8	4	10	5	7	7	5	1	2	7	8	6	6	6	4	4	2	3	9	8	2	5	146	61	39	25	1	23	8	36	11
GCF_007814525.1	5	5	3	1	1	12	6	6	10	7	4	9	6	8	2	6	1	2	7	6	3	7	3	6	4	3	3	10	9	6	5	137	66	31	18	3	27	5	39	7	5	5	3	1	1	12	6	6	10	7	4	9	6	8	2	6	1	2	7	6	3	7	3	6	4	3	3	10	9	6	5	137	66	31	18	3	27	5	39	7
GCF_007833215.1	5	5	4	2	2	13	6	6	9	8	6	10	6	6	3	6	1	2	8	8	10	8	8	4	9	2	3	10	7	5	4	161	70	46	24	4	36	7	43	7	5	5	4	2	2	13	6	6	9	8	6	10	6	6	3	6	1	2	8	8	10	8	8	4	9	2	3	10	7	5	4	161	70	46	24	4	36	7	43	7
GCF_007855645.1	4	7	5	3	5	15	10	9	13	7	6	11	6	8	9	6	3	1	9	14	8	6	6	4	8	3	3	15	8	8	4	190	87	55	27	4	40	9	44	14	4	7	5	3	5	15	10	9	13	7	6	11	6	8	9	6	3	1	9	14	8	6	6	4	8	3	3	15	8	8	4	190	87	55	27	4	40	9	44	14
GCF_007856155.1	4	5	3	2	5	16	6	10	17	10	8	18	10	12	5	8	3	1	10	11	8	7	8	4	9	4	3	17	24	4	4	218	107	58	25	5	48	8	48	14	4	5	3	2	5	16	6	10	17	10	8	18	10	12	5	8	3	1	10	11	8	7	8	4	9	4	3	17	24	4	4	218	107	58	25	5	48	8	48	14
GCF_007858975.2	5	6	5	2	4	16	7	7	10	11	7	14	6	12	12	5	1	3	8	10	8	7	6	4	6	4	4	11	7	3	5	202	99	51	25	5	40	11	52	20	5	6	5	2	4	16	7	7	10	11	7	14	6	12	12	5	1	3	8	10	8	7	6	4	6	4	4	11	7	3	5	202	99	51	25	5	40	11	52	20
GCF_007859635.1	5	6	4	1	2	13	8	6	7	6	6	10	6	8	6	6	1	2	8	4	6	9	7	4	7	2	3	9	7	1	4	140	72	37	23	4	36	8	38	11	5	6	4	1	2	13	8	6	7	6	6	10	6	8	6	6	1	2	8	4	6	9	7	4	7	2	3	9	7	1	4	140	72	37	23	4	36	8	38	11
GCF_007859675.1	3	5	5	3	4	14	6	7	9	7	6	12	9	16	6	6	1	1	7	9	7	4	6	5	5	4	3	6	6	3	4	155	75	42	22	6	40	9	33	17	3	5	5	3	4	14	6	7	9	7	6	12	9	16	6	6	1	1	7	9	7	4	6	5	5	4	3	6	6	3	4	155	75	42	22	6	40	9	33	17
GCF_007904085.1	3	4	1	2	4	12	4	7	4	6	4	10	7	6	4	6	1	1	6	3	6	5	4	4	6	2	4	16	8	3	5	134	78	27	14	5	33	6	40	9	3	4	1	2	4	12	4	7	4	6	4	10	7	6	4	6	1	1	6	3	6	5	4	4	6	2	4	16	8	3	5	134	78	27	14	5	33	6	40	9
GCF_007922615.2	5	7	7	1	7	14	8	10	17	9	6	13	7	6	3	5	1	2	10	13	11	7	9	1	6	2	4	20	6	9	4	204	83	67	29	4	44	7	44	7	5	7	7	1	7	14	8	10	17	9	6	13	7	6	3	5	1	2	10	13	11	7	9	1	6	2	4	20	6	9	4	204	83	67	29	4	44	7	44	7
GCF_007954405.1	4	3	2	1	4	16	7	7	8	10	6	10	7	8	8	4	1	2	8	8	6	6	6	6	4	3	4	15	8	2	4	164	80	43	21	5	39	9	42	12	4	3	2	1	4	16	7	7	8	10	6	10	7	8	8	4	1	2	8	8	6	6	6	6	4	3	4	15	8	2	4	164	80	43	21	5	39	9	42	12
GCF_007954425.1	5	4	2	2	2	14	8	7	11	6	7	8	6	9	8	5	1	2	8	7	7	8	7	4	5	2	3	13	7	1	4	144	74	39	23	5	33	9	40	14	5	4	2	2	2	14	8	7	11	6	7	8	6	9	8	5	1	2	8	7	7	8	7	4	5	2	3	13	7	1	4	144	74	39	23	5	33	9	40	14
GCF_007954585.1	4	7	3	1	5	17	8	8	13	13	7	9	7	7	6	6	1	2	13	13	8	7	7	7	9	4	3	9	9	5	4	198	83	56	33	6	40	8	47	10	4	7	3	1	5	17	8	8	13	13	7	9	7	7	6	6	1	2	13	13	8	7	7	7	9	4	3	9	9	5	4	198	83	56	33	6	40	8	47	10
GCF_007954605.1	4	6	6	1	2	12	7	6	3	6	4	4	6	9	5	5	1	1	2	1	3	6	2	4	5	3	3	0	5	1	5	101	52	16	10	3	27	4	30	10	4	6	6	1	2	12	7	6	3	6	4	4	6	9	5	5	1	1	2	1	3	6	2	4	5	3	3	0	5	1	5	101	52	16	10	3	27	4	30	10
GCF_007970465.1	4	5	2	1	5	14	8	8	8	8	6	12	6	9	5	5	2	1	7	7	8	4	6	5	7	4	3	9	11	7	4	158	84	46	20	6	41	8	42	11	4	5	2	1	5	14	8	8	8	8	6	12	6	9	5	5	2	1	7	7	8	4	6	5	7	4	3	9	11	7	4	158	84	46	20	6	41	8	42	11
GCF_007970665.1	3	9	1	3	6	12	7	10	10	9	6	14	7	8	8	5	1	1	6	14	5	5	4	4	8	1	3	11	9	6	4	155	86	38	24	4	44	5	40	14	3	9	1	3	6	12	7	10	10	9	6	14	7	8	8	5	1	1	6	14	5	5	4	4	8	1	3	11	9	6	4	155	86	38	24	4	44	5	40	14
GCF_007970805.1	4	6	7	2	4	15	7	8	8	8	6	8	6	11	10	5	2	2	7	3	5	7	5	2	8	2	3	8	6	8	5	148	71	43	14	5	34	9	33	17	4	6	7	2	4	15	7	8	8	8	6	8	6	11	10	5	2	2	7	3	5	7	5	2	8	2	3	8	6	8	5	148	71	43	14	5	34	9	33	17
GCF_007971025.1	4	5	6	3	3	11	6	8	8	8	6	7	6	8	7	5	2	1	8	4	6	7	4	2	7	1	3	10	6	8	5	137	68	37	13	6	32	7	34	14	4	5	6	3	3	11	6	8	8	8	6	7	6	8	7	5	2	1	8	4	6	7	4	2	7	1	3	10	6	8	5	137	68	37	13	6	32	7	34	14
GCF_007971225.1	5	9	5	3	3	13	9	7	9	8	6	12	6	11	11	6	2	2	8	6	8	8	5	2	7	2	3	12	6	8	5	166	83	50	19	7	40	10	38	18	5	9	5	3	3	13	9	7	9	8	6	12	6	11	11	6	2	2	8	6	8	8	5	2	7	2	3	12	6	8	5	166	83	50	19	7	40	10	38	18
GCF_007971385.1	2	7	5	1	1	12	7	4	8	8	5	9	5	6	5	3	1	2	5	1	3	6	2	2	8	3	3	8	5	5	5	123	63	33	14	5	29	7	31	9	2	7	5	1	1	12	7	4	8	8	5	9	5	6	5	3	1	2	5	1	3	6	2	2	8	3	3	8	5	5	5	123	63	33	14	5	29	7	31	9
GCF_007990635.1	3	4	3	1	1	9	5	6	6	10	6	8	7	9	7	5	1	1	5	1	6	5	3	1	6	4	4	8	6	1	5	108	60	24	9	5	31	4	26	12	3	4	3	1	1	9	5	6	6	10	6	8	7	9	7	5	1	1	5	1	6	5	3	1	6	4	4	8	6	1	5	108	60	24	9	5	31	4	26	12
GCF_007993795.1	3	5	2	3	2	9	6	5	6	6	5	8	6	8	7	5	1	2	7	2	5	6	5	2	5	2	3	9	3	2	5	123	61	29	14	4	32	6	35	13	3	5	2	3	2	9	6	5	6	6	5	8	6	8	7	5	1	2	7	2	5	6	5	2	5	2	3	9	3	2	5	123	61	29	14	4	32	6	35	13
GCF_007995155.1	3	4	2	1	4	12	6	7	8	16	8	11	6	10	3	7	1	2	7	9	5	5	6	5	8	4	4	11	8	2	7	154	82	37	18	7	38	5	42	9	3	4	2	1	4	12	6	7	8	16	8	11	6	10	3	7	1	2	7	9	5	5	6	5	8	4	4	11	8	2	7	154	82	37	18	7	38	5	42	9
GCF_007998985.1	4	5	2	2	2	13	7	6	6	4	6	9	6	7	3	5	1	2	5	5	6	6	5	5	6	2	4	9	7	1	4	124	58	35	20	3	25	8	40	7	4	5	2	2	2	13	7	6	6	4	6	9	6	7	3	5	1	2	5	5	6	6	5	5	6	2	4	9	7	1	4	124	58	35	20	3	25	8	40	7
GCF_008000935.1	2	4	3	1	2	10	6	5	3	4	4	3	7	7	5	5	1	1	5	2	5	6	4	6	5	2	3	8	4	1	5	104	44	25	12	2	16	6	35	11	2	4	3	1	2	10	6	5	3	4	4	3	7	7	5	5	1	1	5	2	5	6	4	6	5	2	3	8	4	1	5	104	44	25	12	2	16	6	35	11
GCF_008000995.1	4	6	7	3	3	17	7	7	11	8	7	13	6	13	6	5	3	1	7	9	7	4	5	3	5	4	3	7	12	3	5	168	86	41	23	4	42	8	34	14	4	6	7	3	3	17	7	7	11	8	7	13	6	13	6	5	3	1	7	9	7	4	5	3	5	4	3	7	12	3	5	168	86	41	23	4	42	8	34	14
GCF_008014775.2	5	7	7	2	2	13	6	6	15	13	7	10	6	13	2	6	1	2	9	9	6	10	6	7	7	4	4	14	8	8	6	173	82	51	26	6	39	4	41	11	5	7	7	2	2	13	6	6	15	13	7	10	6	13	2	6	1	2	9	9	6	10	6	7	7	4	4	14	8	8	6	173	82	51	26	6	39	4	41	11
GCF_008033135.1	5	7	2	1	3	15	10	7	8	9	7	12	6	11	10	5	1	2	11	7	7	6	7	6	8	3	3	12	8	5	4	183	89	52	27	7	44	10	51	16	5	7	2	1	3	15	10	7	8	9	7	12	6	11	10	5	1	2	11	7	7	6	7	6	8	3	3	12	8	5	4	183	89	52	27	7	44	10	51	16
GCF_008065135.1	3	6	3	3	3	15	8	9	5	4	2	10	1	8	7	1	2	2	7	3	6	7	5	1	4	2	3	10	9	2	5	130	65	27	16	3	31	9	33	13	3	6	3	3	3	15	8	9	5	4	2	10	1	8	7	1	2	2	7	3	6	7	5	1	4	2	3	10	9	2	5	130	65	27	16	3	31	9	33	13
GCF_008086545.1	3	4	2	2	0	6	2	2	0	0	0	0	0	1	0	0	3	1	2	0	2	6	1	2	0	1	3	0	6	0	5	33	12	12	8	0	5	7	7	0	3	4	2	2	0	6	2	2	0	0	0	0	0	1	0	0	3	1	2	0	2	6	1	2	0	1	3	0	6	0	5	33	12	12	8	0	5	7	7	0
GCF_008122265.1	3	8	3	1	4	19	8	7	10	8	7	11	6	9	7	6	1	2	9	10	8	7	5	4	7	3	3	16	7	6	4	192	79	55	30	5	38	8	50	12	3	8	3	1	4	19	8	7	10	8	7	11	6	9	7	6	1	2	9	10	8	7	5	4	7	3	3	16	7	6	4	192	79	55	30	5	38	8	50	12
GCF_008151785.1	1	5	3	1	0	10	7	6	3	7	8	7	6	7	3	5	1	1	3	0	5	3	2	4	7	1	3	4	6	0	5	94	48	19	7	4	26	5	26	6	1	5	3	1	0	10	7	6	3	7	8	7	6	7	3	5	1	1	3	0	5	3	2	4	7	1	3	4	6	0	5	94	48	19	7	4	26	5	26	6
GCF_008152325.1	2	4	2	1	2	9	7	6	10	8	7	11	6	10	7	7	4	1	5	2	8	4	4	3	6	1	3	11	7	1	5	135	67	27	10	6	36	5	35	13	2	4	2	1	2	9	7	6	10	8	7	11	6	10	7	7	4	1	5	2	8	4	4	3	6	1	3	11	7	1	5	135	67	27	10	6	36	5	35	13
GCF_008247605.1	4	7	5	1	5	14	5	7	14	11	6	11	6	7	7	6	1	2	9	5	9	8	5	6	7	3	2	14	7	7	4	185	79	48	24	5	40	8	44	11	4	7	5	1	5	14	5	7	14	11	6	11	6	7	7	6	1	2	9	5	9	8	5	6	7	3	2	14	7	7	4	185	79	48	24	5	40	8	44	11
GCF_008254045.1	2	5	2	3	4	12	6	7	5	4	4	9	2	6	6	1	2	2	7	3	6	5	5	1	5	2	2	12	8	6	4	128	64	34	16	5	30	6	29	11	2	5	2	3	4	12	6	7	5	4	4	9	2	6	6	1	2	2	7	3	6	5	5	1	5	2	2	12	8	6	4	128	64	34	16	5	30	6	29	11
GCF_008275125.1	3	8	2	2	6	15	9	9	10	8	8	10	8	10	16	7	1	3	8	9	7	6	6	3	6	3	3	17	8	8	4	190	90	50	25	6	42	9	48	21	3	8	2	2	6	15	9	9	10	8	8	10	8	10	16	7	1	3	8	9	7	6	6	3	6	3	3	17	8	8	4	190	90	50	25	6	42	9	48	21
GCF_008298035.1	5	6	3	3	5	13	7	9	8	9	4	13	4	10	8	5	2	2	11	6	5	8	6	2	4	2	2	8	8	6	4	152	77	44	22	4	41	7	32	15	5	6	3	3	5	13	7	9	8	9	4	13	4	10	8	5	2	2	11	6	5	8	6	2	4	2	2	8	8	6	4	152	77	44	22	4	41	7	32	15
GCF_008327825.1	3	4	2	2	3	9	5	7	6	10	6	9	7	9	8	5	1	1	4	2	6	5	3	2	6	4	3	8	7	2	5	114	65	24	9	5	36	4	26	13	3	4	2	2	3	9	5	7	6	10	6	9	7	9	8	5	1	1	4	2	6	5	3	2	6	4	3	8	7	2	5	114	65	24	9	5	36	4	26	13
GCF_008329645.1	2	5	4	3	8	17	7	11	7	5	7	14	6	12	7	5	2	2	11	11	4	3	9	6	8	4	3	15	11	12	4	186	93	52	19	4	43	9	48	14	2	5	4	3	8	17	7	11	7	5	7	14	6	12	7	5	2	2	11	11	4	3	9	6	8	4	3	15	11	12	4	186	93	52	19	4	43	9	48	14
GCF_008329945.1	4	4	5	1	3	14	6	7	6	7	4	12	5	6	4	5	1	1	3	2	4	4	2	2	3	1	2	4	6	2	5	109	59	17	10	6	35	7	20	8	4	4	5	1	3	14	6	7	6	7	4	12	5	6	4	5	1	1	3	2	4	4	2	2	3	1	2	4	6	2	5	109	59	17	10	6	35	7	20	8
GCF_008329965.1	4	8	13	3	3	11	7	7	9	6	4	11	7	11	7	7	1	1	6	4	4	5	3	4	3	1	3	5	7	3	5	133	65	25	14	6	35	5	23	14	4	8	13	3	3	11	7	7	9	6	4	11	7	11	7	7	1	1	6	4	4	5	3	4	3	1	3	5	7	3	5	133	65	25	14	6	35	5	23	14
GCF_008329985.2	5	9	5	3	5	16	7	8	13	10	7	9	7	8	9	5	4	3	12	14	11	9	7	6	7	3	3	17	9	9	4	232	89	75	37	6	42	8	52	13	5	9	5	3	5	16	7	8	13	10	7	9	7	8	9	5	4	3	12	14	11	9	7	6	7	3	3	17	9	9	4	232	89	75	37	6	42	8	52	13
GCF_008330085.1	6	8	11	5	7	16	7	8	14	15	9	16	8	13	10	7	1	3	12	17	7	8	6	6	6	5	4	17	8	7	5	254	113	69	34	8	48	9	63	18	6	8	11	5	7	16	7	8	14	15	9	16	8	13	10	7	1	3	12	17	7	8	6	6	6	5	4	17	8	7	5	254	113	69	34	8	48	9	63	18
GCF_008365315.1	2	5	2	1	6	12	6	8	9	12	6	11	5	7	8	4	1	2	9	4	6	7	6	5	4	2	3	15	8	4	4	151	78	38	21	4	39	7	38	12	2	5	2	1	6	12	6	8	9	12	6	11	5	7	8	4	1	2	9	4	6	7	6	5	4	2	3	15	8	4	4	151	78	38	21	4	39	7	38	12
GCF_008369605.1	5	7	3	1	2	13	6	6	11	9	8	13	7	14	13	5	1	3	11	6	6	8	5	3	8	3	4	10	7	1	6	194	98	50	25	6	42	5	50	22	5	7	3	1	2	13	6	6	11	9	8	13	7	14	13	5	1	3	11	6	6	8	5	3	8	3	4	10	7	1	6	194	98	50	25	6	42	5	50	22
