accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_012277275.1	3449783	67	2991	2919	94.09	4.47	88.4371857592202
GCF_012563545.1	1941174	49	1799	1715	99.05	0.95	90.0156297168621
GCF_012931845.1	3437431	72	3192	3125	92.11	4.57	91.9543694113424
GCF_012955605.1	3159449	43.5	3133	2968	96.98	0.29	83.1642795943217
GCF_013004065.1	3297222	52.5	3114	3057	97.38	0.45	92.8946549549894
GCF_013177295.1	2419502	71.5	2007	1930	100	0	87.7762448636124
GCF_013177635.1	2520808	27	2556	2475	96.97	2.95	93.61510277657
GCF_013177675.1	3019071	27.5	3112	3008	94.55	6.1	91.567571613917
GCF_013184985.2	2701426	68.5	2323	2246	100	0	88.7771865673907
GCF_013201685.1	2167961	33.5	1997	1916	98.77	0.64	85.4046267437468
GCF_013201825.1	3170683	29.5	3101	3036	100	1.38	93.2468493381394
GCF_013201935.1	2810923	27	2844	2755	97.08	4.66	92.8932951916506
GCF_013260645.1	3058693	63	3041	2971	90.23	7.47	92.3476792211575
GCF_013265585.1	3345811	46.5	3252	3120	83.55	5.57	84.1213684813637
GCF_013403565.1	3677798	50.5	3514	3365	98.58	0.75	87.9707368376404
GCF_013423785.1	3634977	50.5	3463	3322	98.31	0.67	89.0791331004295
GCF_013745115.1	1808583	30.5	1742	1684	97.62	3.81	92.1520881264504
GCF_014023125.1	1958905	38	1918	1863	99.14	0	92.5755460320945
GCF_014058705.1	3485124	67	3395	3299	94.91	3.29	90.507999141494
GCF_014069875.1	2343974	63	2163	2076	99.31	2.86	90.8949075373703
GCF_014126615.1	5043386	63	4919	4684	98.27	1.16	89.2970119677534
GCF_014217995.1	1681969	34.5	1751	1668	99.39	0	93.7979831970744
GCF_014262665.1	2208656	55	1871	1795	99.11	0.05	85.9441669503988
GCF_014295415.1	2987299	40.5	2738	2687	100	0	91.8720556596444
GCF_014334735.1	3134783	70.5	3080	3009	96.12	0.38	93.7078260281493
GCF_014337255.1	2072767	29	2048	1935	97.63	1.51	89.2647364609722
GCF_014396165.1	2217552	35.5	2152	2072	77.1	14.33	90.9856003376697
GCF_014467015.1	3695371	36	3646	3521	97.77	2.63	85.3263177093721
GCF_014467055.1	2996201	48.5	2916	2817	99.38	0.23	87.7300955443243
GCF_014522205.1	2617997	52.5	2493	2407	98.6	0.14	90.2076663953397
GCF_014672715.2	2068322	52	2090	2023	83.35	22.37	87.454951405052
GCF_014898155.1	2920839	62	2390	2276	96.61	0.74	87.3186094817277
GCF_015159595.1	3518434	42	3235	3122	87.9	1.72	90.4834650870245
GCF_015265455.1	2737757	34	2769	2685	96.86	6.99	92.2454038104916
GCF_015265475.1	2488728	33.5	2533	2450	96.77	6.21	92.6165896795471
GCF_015708635.1	2641856	27.5	2514	2389	89.78	5.36	84.1888429952276
GCF_016593255.1	2297889	53	2339	2263	98.6	3.68	92.9459168828433
GCF_016598775.1	2564181	70.5	2051	1956	97.66	0.93	84.7602411842222
GCF_016656965.1	2976716	66.5	3029	2963	97.96	1.16	91.5381917522532
GCF_016724785.1	2352222	27	2256	2153	99.37	0.03	91.0863430407504
GCF_016904675.1	1988065	51	1818	1722	99.05	0.95	88.6885489156542
GCF_016918765.2	3608892	65	3471	3390	81.98	4.67	92.2505023702566
GCF_017086445.1	3300602	66	3253	3179	98.45	1.11	91.2317813538258
GCF_017338855.1	3583698	57.5	3352	3277	98.48	1.39	90.9495722016755
GCF_017347585.1	2597825	35	2458	2336	99.61	0.69	89.8058953162742
GCF_017352215.1	2449552	47	2452	2339	96.07	0	91.4092046219064
GCF_017487345.1	3550773	67	3541	3439	97.64	2.29	90.8449230632316
GCF_017948305.1	2835235	31	2721	2583	98.76	0	88.4292483691828
GCF_018118585.1	3450610	53.5	3102	3025	96.46	0.29	89.1909836231855
GCF_018279165.1	2779574	66.5	2751	2654	97.56	0.34	93.141862745874
GCF_018406645.1	3270620	68	3193	3104	84.46	11.02	92.3097149775884
GCF_018853465.2	2881362	55	2883	2796	95.5	2.09	91.5142908110817
GCF_018905915.1	3277463	62.5	2954	2877	74.92	10.36	88.7678365857982
GCF_019203185.1	2756133	31	2651	2460	98.17	2.13	86.0345999267815
GCF_019203965.1	3367643	70.5	3295	3145	99.12	0	91.2945641803481
GCF_019355395.1	3267205	56.5	2966	2855	96.88	0.62	88.5652721515791
GCF_019443285.1	3406525	58.5	3359	3291	98.97	0.07	92.2546583395102
GCF_019613795.1	2725095	37	2491	2428	98.49	0.73	90.5752276526139
GCF_019703305.1	1610826	48	1671	1563	94.91	0	91.6419898859343
GCF_019916085.1	2505188	42	2245	2196	94.36	0	94.4294400260579
GCF_020025155.1	3653147	61	3384	3300	92.23	1.67	90.6593684842137
GCF_020229735.1	4618413	68	4348	4176	99.06	0.47	85.1029347093905
GCF_020410745.1	2687097	36	2499	2441	99.5	1.4	89.157890466924
GCF_020535405.1	2895552	65.5	2843	2782	98.51	0	93.6311625555335
GCF_020616335.1	2533318	65.5	2303	2227	99.25	0.77	87.7117677291205
GCF_020616595.1	1242019	33.5	1290	1204	96.08	0.41	88.9750478857409
GCF_020886055.1	2263087	35	2061	2004	98.91	0	91.660462014938
GCF_020886115.1	2409408	34.5	2148	2090	98.91	0	90.7394264483226
GCF_021117385.1	3488520	68.5	3199	3117	99.62	0.38	88.5353674337542
GCF_021310995.1	4872905	57.5	4648	4525	97.63	0.95	88.0746289944089
GCF_021442325.1	3202016	71.5	3030	2951	84.86	4	91.7160314002179
GCF_021919125.1	3325806	73	3180	3114	92.94	2.95	91.5254828453614
GCF_022655595.1	3074733	39	2844	2722	79.93	12.94	83.777225534705
GCF_022701195.1	3144153	48.5	2619	2457	94.77	3.52	80.3182605935525
GCF_022869865.1	3464001	65.5	3246	3153	96.3	0.26	89.7533805561834
GCF_022919155.1	3562128	72	3342	3239	87.27	15.26	90.9722502953291
GCF_022919175.1	3337834	69.5	3102	3015	90.07	11.99	91.8461193696271
GCF_023022985.1	3691056	65	3453	3337	96.3	0.23	89.2685724627315
GCF_023634805.2	4488558	66.5	4114	3946	92.03	5.21	89.3185071909509
GCF_023824315.1	3390424	40.5	3270	3102	99.9	0.6	85.8926789097765
GCF_023921125.1	3929901	65.5	3796	3660	97.09	0.6	90.0135652272157
GCF_023973165.1	1952277	50.5	1753	1676	98.82	1.18	88.4977387942387
GCF_024172705.1	1007335	39.5	985	943	67.12	0	92.1652677609733
GCF_024267655.1	3154193	28.5	2992	2888	91.89	5.45	92.6254037086507
GCF_024508335.1	3571554	73	3318	3233	97.24	3.5	90.8403736860762
GCF_025144665.1	2780015	58	2258	2176	95.77	1.7	83.1491556700234
GCF_025244825.1	3640817	65.5	3434	3339	96.55	0.53	89.5165563113993
GCF_025244925.1	3468210	66	3249	3155	96.55	0.26	89.3505583571929
GCF_025999835.1	3599694	71	3534	3424	95.61	1.75	88.0692081049111
GCF_026072915.1	3175525	57	2621	2539	98.59	0.35	87.3307248407744
GCF_026725475.1	4517539	38.5	3692	3557	98.9	0.38	87.1653570671997
GCF_027474525.2	3452143	34.5	2982	2908	98.91	0.55	89.1420488664578
GCF_028021195.1	2510028	63	2268	2158	99.15	0	88.2263066388104
GCF_028736235.1	2582146	51.5	2514	2404	99.35	1.72	85.9994361279339
GCF_028748065.1	3472649	55	3333	3277	100	1.01	91.2746436509996
GCF_029026145.1	3477232	38.5	3029	2953	99.76	0.37	88.8410666875262
GCF_029030725.1	3271440	62.5	3161	3089	67.85	4.95	89.4457486611401
GCF_029625335.1	2992352	33.5	2835	2575	93.45	0.31	87.655295901017
GCF_029636725.1	3063090	67.5	3032	2948	99.03	1.68	90.2944085874068
GCF_029774155.1	2266746	39.5	2182	1676	75.36	0.2	88.521431161674
GCF_029866485.1	2538339	34.5	2270	2194	97.66	0.34	90.2438169212229
GCF_029983095.1	2829429	37.5	2707	2581	96.75	2.04	85.0831386827519
GCF_030252185.1	2858263	67.5	2850	2623	95.83	0.55	90.9564655176938
GCF_030296055.1	2378694	51	2410	2332	98.53	11	93.0362207160736
GCF_030296655.1	3684144	72.5	3784	3296	76.39	5.67	89.3360845830131
GCF_030296775.1	3111590	44	3024	2894	98.75	0.83	89.8946197924534
GCF_030297015.1	3211969	65.5	2967	2852	97.11	2.01	90.4269935357408
GCF_030389495.1	1587935	31.5	1608	1511	99.24	2.26	88.1291740530941
GCF_030407165.1	3592879	60.5	3689	3316	82.25	1.1	90.5890512872824
GCF_030408575.1	2439611	67	2331	2218	99.94	0.59	90.7180693971293
GCF_030408595.1	3045310	60	2716	2631	99.83	0.41	85.6584715513363
GCF_030408715.1	2485332	65	2305	2183	98.86	0.35	89.4220973294514
GCF_030408735.1	3147058	60	2862	2735	99.59	1.27	87.6909164050996
GCF_030408795.1	3098017	70	2734	2644	98.47	1.13	88.6445749006542
GCF_030503675.1	3534456	38.5	3150	3096	98.87	1.13	92.0408119382445
GCF_030643905.1	3170869	37.5	2745	2683	98.74	0.31	91.4714231335322
GCF_030762805.1	2730537	42.5	2779	2663	96.98	0.66	85.9737113981609
GCF_030770295.1	3134053	48	2946	2834	98.91	0.11	85.7228323834983
GCF_032098525.1	3068185	32.5	2773	2720	99.06	0.16	91.6629538310108
GCF_033547075.1	3185123	36	2791	2705	98.91	0.53	84.3136042155986
GCF_033969665.2	1225378	28.5	1247	1144	98.43	0	89.9784393060754
GCF_034479635.1	2452836	65.5	2258	2192	97.04	0.65	89.5720300908826
GCF_038396635.1	3014560	36	2894	2784	97.95	0.45	88.3692479167772
GCF_038452275.1	2349779	60.5	2228	2110	99.64	0.31	90.4242058508481
GCF_039830095.1	1978477	39.5	1840	1753	98.31	1.35	88.0679431704286
GCF_040047665.1	3583667	54	3398	3260	98.58	0.56	87.732398127393
GCF_041199985.1	2508032	30	2435	2274	94.93	1.23	84.6809769572318
GCF_041199995.1	2394387	30	2396	2281	98.71	0.37	84.1598287996051
GCF_041200005.1	2133651	29.5	2188	2072	93.39	2.24	87.2332916676626
GCF_041429775.1	3053755	63.5	2967	2897	100	0.23	90.7836090321588
GCF_041429785.1	3450490	51	3179	3119	98.42	0	92.0737924178885
GCF_042181575.1	3837344	61.5	3811	3721	98.45	0.41	89.6271223012584
GCF_045689595.1	2467017	62.5	2370	2290	97.04	0.53	91.8737082071182
GCF_045782605.1	3454681	72.5	3156	3048	96.7	1.87	89.2569241559496
GCF_046523945.1	2740046	40.5	2670	2513	96.42	1.55	88.0580836964051
GCF_051257895.1	2666173	60	2590	2515	89.12	6.17	90.8235512099177
GCF_052073645.1	2031228	58	2066	1980	98.19	0.83	91.6514049629092
GCF_900000005.1	3238137	57	3256	2814	89.22	1.19	87.7526800132298
GCF_900120165.1	1741785	36.5	1656	1574	98.28	0	90.1518270050552
GCF_900186965.1	3348070	45.5	2983	2898	99.04	1.1	88.394328672937
GCF_900187215.1	2565606	64.5	2432	2346	99.87	0	90.9918358469695
GCF_900187355.1	2989256	40.5	2744	2663	99.56	0.11	89.3902362326947
GCF_900635775.1	2230476	41.5	2136	2007	99.32	0.77	88.7615916961223
GCF_900660755.1	1465667	31	1431	1369	98.01	0	91.7756898395065
GCF_902806995.1	1203673	40.5	1037	987	95.39	0.18	91.465705386762
GCF_902807005.1	1201875	40.5	1039	978	97.15	0.24	91.4832241289652
GCF_940143175.1	1908712	36.5	1834	1755	93.75	2.47	89.4779830587328
GCF_940677205.1	2035557	26	2028	1937	88.12	4.67	87.2494359037846
GCF_951229915.1	2036909	35.5	1908	1836	80.56	11.35	89.8672940224625
GCF_963920485.1	2656680	62.5	2854	2774	79.21	3.42	90.3097098634386
GCF_964332355.1	3564363	64	3277	3210	99.5	0.11	88.6559533919525
GCF_000006765.1	6264404	66.5	5697	5572	99.61	0.49	89.2928521212872
GCF_000013425.1	2821361	33	2872	2767	97.59	0.39	83.367318113492
GCF_000215975.1	1634377	30.5	1701	1635	98.23	0.99	94.663532342905
GCF_000479335.1	1992567	42	1924	1804	99.32	0	88.329978364592
GCF_000485905.1	1926631	64	1926	1852	83.71	1.22	95.1023314791468
GCF_000590925.1	3555109	65.5	3542	3263	90.86	0.31	90.551288300865
GCF_000597865.1	3055036	44	2992	2857	98.91	0	87.4788054870712
GCF_000828615.1	3153637	56	3012	2947	97.76	0.67	90.9052627173007
GCF_000828895.1	2574013	66	2424	2339	92.37	0.44	92.2404820799273
GCF_000934545.1	2934611	55	2918	2828	86.9	11.58	91.3339110362498
GCF_000973625.1	2026292	45	2105	2046	96.77	0.13	93.1617456911442
GCF_001444425.1	3345119	54	3096	3026	91.71	1.28	93.3661851790624
GCF_001465795.2	3505011	48.5	3534	3423	86.41	9.46	86.2500003566323
GCF_001579945.1	3467246	61.5	3145	3019	96.41	1.12	88.8315394984953
GCF_001642085.1	2241302	42	2124	2002	98.6	0.26	82.5193124353612
GCF_001685415.1	3597394	72.5	3431	3346	100	0	92.4405833778563
GCF_001697185.1	3427057	31.5	2873	2799	98.22	1.46	91.7486636493061
GCF_001708305.1	2275471	41.5	2164	2026	99.68	0.26	86.5008167539819
GCF_001721685.1	3582268	46	3463	3340	95.86	0	87.9336777706191
GCF_001856665.1	3780829	67	3765	3610	94.47	3.84	90.9408227666472
GCF_001865575.2	7840207	63	7205	6854	99.94	0.15	85.8320194862202
GCF_001870205.1	2184285	34	2200	2044	96.7	0.94	88.337281993879
GCF_001889025.1	2533041	46	2426	2366	98.62	1.03	91.4378014410347
GCF_001890385.1	3787976	63	4008	3867	77.45	1.79	90.5130602728211
GCF_001997385.1	2951611	46	2345	2263	96.55	1.72	89.5786402747517
GCF_001998865.1	3650768	68	3631	3469	95.89	2.2	89.4834456749922
GCF_002005165.1	3629225	50.5	3648	3397	71.5	15.06	88.0843981841853
GCF_002101335.1	2533115	37.5	2368	2217	96.18	1.16	84.4524626793493
GCF_002105555.1	3033494	68.5	2936	2817	92.14	0.98	89.9537299233162
GCF_002157875.1	2902896	47	2708	2552	95.32	1.27	85.9852368117907
GCF_002157895.1	3508860	50	3104	2935	94.78	1.53	82.6631726543664
GCF_002216855.1	2593992	31	2548	2330	65.16	1.59	86.3998424050653
GCF_002269345.1	2702851	63.5	2643	2586	93.21	5.24	92.4289204251363
GCF_002288525.1	6094027	62	5775	5450	99.56	0.44	86.3229191468958
GCF_002355215.1	2097874	37	2082	1651	86.81	0.26	86.0097889577734
GCF_002795805.1	2537610	51.5	2472	2398	84.34	9.65	91.3446116621546
GCF_002795825.1	2301665	53.5	2276	2218	79.72	7.37	92.4714065687231
GCF_002795865.1	2942673	61.5	2938	2875	97.6	4.26	92.3953833810281
GCF_002872475.1	3225512	66.5	3185	3104	97.1	0.75	92.1187706013805
GCF_002950575.1	1760810	58.5	1746	1683	97.97	0	91.8196171080355
GCF_002998925.1	1815831	41	1732	1672	97.95	0	89.7525705861393
GCF_003057965.1	1774794	33.5	1812	1743	97.68	0.4	92.8799060623374
GCF_003060865.1	4206589	64	4136	3929	96.8	0.07	90.0454263537512
GCF_003065365.1	1995529	49.5	2053	1996	90.47	5.13	93.7426116082503
GCF_003065425.1	3193647	65	3070	2995	99.37	0.53	90.1236736558549
GCF_003086355.1	2443046	42	2320	2187	99.49	0.06	82.6706087400729
GCF_003143555.1	3214946	52	3008	2933	98.65	1.18	91.041466948434
GCF_003150835.1	2828535	70	2702	2640	96.15	0.09	92.946631383384
GCF_003265305.2	2920169	46.5	2384	2296	97.86	0	88.7813342309983
GCF_003285265.1	3592357	67.5	4209	3206	65.12	0.54	81.1469183046117
GCF_003286395.1	4404244	64	4009	3855	96.06	1.25	86.7691708270477
GCF_003293695.1	2592821	67	2545	2411	78.36	5.57	92.2743991968593
GCF_003336365.1	3641602	45	3763	3591	96.68	0.97	83.7544849766669
GCF_003345255.1	3059321	63.5	2925	2836	98.8	0.38	92.267434505892
GCF_003367905.1	2652760	52.5	2515	2410	97.63	3.2	87.9374312037274
GCF_003544895.1	3558757	57.5	3594	3499	99.71	0.59	91.5853484798203
GCF_003546865.1	2572159	42.5	2446	2261	99.49	1.01	84.4756875449768
GCF_003568865.1	3078689	64	3099	3012	86.03	5.08	90.3239008552017
GCF_003595195.1	2537131	40	2683	2540	85.15	0.5	86.2515573693278
GCF_003595525.1	2067971	42	1998	1888	99.9	0.97	87.2198884800609
GCF_003627155.1	1972481	40	1941	1810	99.94	0.06	89.1832671645507
GCF_003660165.1	3994557	59	4033	3735	89.9	2.63	90.1652924216628
GCF_003716875.1	4009379	45.5	3735	3514	89.12	0.77	85.572354222437
GCF_003795125.1	2384293	36.5	2306	2164	88.98	8.14	85.6984439412438
GCF_003856495.1	2751094	56.5	2779	2664	77.98	5.67	84.7353089352818
GCF_003860405.1	3377955	61.5	3114	2968	76.37	5.43	88.0408116745191
GCF_003963555.1	1903815	39	1879	1745	99.65	0.68	88.0009874909064
GCF_003966335.1	2872100	40.5	2648	2592	99.68	0.32	92.1259009087427
GCF_003966955.1	1796691	65.5	1625	1550	99.93	0.97	88.0959497209036
GCF_003991875.1	3555647	71	3357	3289	98	2.59	91.7661680138664
GCF_004014875.1	3321975	69	3098	2988	91.88	1.05	89.5368869422557
GCF_004022565.1	3548703	59.5	3415	3305	99.85	0.03	92.7112243543627
GCF_004214795.1	2657991	28	2663	2580	99.5	1.36	92.6850015669729
GCF_004331955.1	3539672	66.5	3495	3422	98.32	0.61	91.3030642387204
GCF_004353525.1	3314304	45.5	3249	3082	99.09	1.82	85.7182684509327
GCF_004358325.1	3020651	41	2764	2653	98.35	1.45	80.2142319652287
GCF_004526345.1	3712913	72.5	3646	3361	92.44	0.84	90.2828318358119
GCF_004683865.2	4925228	66.5	4778	4520	97.89	3.6	88.3911364103347
GCF_004684245.1	2447659	65	2653	2449	93.79	0.88	94.3822239944371
GCF_004792515.1	2071287	35.5	2021	1908	95.45	1.32	87.6289476060054
GCF_005145005.1	2190262	36.5	2095	1979	95.88	0.94	88.326830306146
GCF_005601135.1	2440231	34.5	2360	2247	93.89	1.37	86.0389856534074
GCF_005845365.1	1398704	53.5	1384	1333	97.51	0	94.5771943170249
GCF_005860795.2	4342374	58.5	4191	4041	99.47	0.63	88.4559920449045
GCF_005885815.1	2373486	45	2177	2108	99.28	0	89.1420467615988
GCF_006337085.1	2987884	58.5	2517	2413	93.4	5.08	86.170547450972
GCF_006542355.1	2193407	45	2111	2013	98.61	0	90.904424030743
GCF_006770265.1	2156377	39	2112	2002	88.91	3.86	87.1441774791699
GCF_006770285.1	2265140	38	2265	2150	89.79	2.99	86.1699056128981
GCF_007000325.2	5959131	60	5685	5427	98.48	1.12	86.4427212625465
GCF_007855645.1	3928515	59	3811	3636	98.53	0	90.9057239185799
GCF_007859635.1	3403025	65	3476	3345	95.66	0.91	91.5025896077754
GCF_007954425.1	3118872	64.5	3105	3045	93.07	2.43	92.8646638913043
GCF_007998985.1	2227318	63.5	2248	2190	98.46	1.02	93.1976484722882
GCF_008086545.1	1370182	28	1259	1215	97.38	3.05	91.0554948174768
GCF_008329945.1	3700583	32.5	3504	3383	97.02	2.02	92.1022714529035
GCF_008727755.1	3262719	70	3099	3015	98.39	0.71	91.8347243510704
GCF_008727775.1	3650161	70.5	3573	3462	95.01	0.87	91.6439028305875
GCF_008807015.1	2423693	44.5	2285	2177	98.3	0.33	84.1654863054025
GCF_008843165.1	3539411	71	3296	3189	99.46	0.84	90.9052664412243
GCF_009068765.1	2342011	37.5	2493	2404	95.76	3.01	92.8780863966907
GCF_009258045.1	1916242	34.5	1944	1883	91.26	3.11	92.7805047587935
GCF_009258225.1	2415083	33.5	2447	2379	94.02	7.59	94.3853689500527
GCF_009363415.1	4501013	42.5	4125	3909	96.21	0.65	86.950715316752
GCF_009363895.1	3037290	67	3029	2957	99.17	1.24	91.9612549344975
GCF_009601765.2	3512181	42.5	3316	3091	89.66	0.42	84.8108625381209
GCF_009646095.1	3649865	69.5	3515	3202	85.1	2.32	89.9037087673106
GCF_009676955.1	3340670	54.5	2817	2703	96.16	1.25	88.179287388458
GCF_009684715.1	2019124	36.5	1925	1829	97.77	0.6	88.8397146485308
GCF_009754905.2	3697784	44	3451	3393	98.2	1.05	89.9384604400906
GCF_009789655.1	7804892	64.5	7079	6896	99.68	0.38	86.7057737634294
GCF_009789675.1	7945061	65.5	7106	6937	99.68	2.02	86.5556601768067
GCF_009833965.1	2326689	37.5	2052	1984	98.93	0.6	85.9899195810012
GCF_009930795.1	3352609	67	3156	3064	98.54	0	89.8241339804314
GCF_009937995.1	3435893	48	3380	3258	87.24	6.19	91.2448670549403
GCF_011044175.1	3388965	37.5	3030	2978	99.35	0	91.4444085436114
GCF_011064285.1	4650556	43	4303	4126	98.66	2.3	86.299874681651
GCF_011388195.1	3191899	53.5	3057	2978	99.39	0.46	93.1476215256185
GCF_011398355.1	2722826	45.5	2562	2482	99.59	0.44	88.2717074098749
GCF_011745665.1	2666483	39.5	2422	2331	99.44	0	87.0872981376592
GCF_012516475.1	3269179	53	3249	3113	94.46	0.25	90.9160985066893
GCF_012530535.1	2620736	72.5	2521	2445	98.96	0	91.4139768370412
GCF_012979535.1	2977834	62	2864	2805	97.91	1.07	91.9021342358238
GCF_013265555.1	3195778	38.5	2646	2580	98.13	3.75	90.08626381432
GCF_013282625.1	2594948	48.5	2409	2340	99.25	0.83	88.510945113351
GCF_013307225.1	2040807	45	2091	2034	93.62	5.42	93.8003446675751
GCF_013307245.1	2154412	45	2243	2167	92.95	3.71	92.2999871890799
GCF_013377995.1	2169356	39	2068	1951	89.24	1.43	89.0116698227492
GCF_013378075.1	3669801	63.5	3586	3508	98.97	0.92	91.15919364565
GCF_013393365.1	2097818	38.5	1963	1885	99.92	0.05	87.0202753527713
GCF_013414345.1	2585348	69.5	2537	2439	99.18	1.05	92.4996557523397
GCF_014055005.1	2755930	54.5	2667	2438	97.77	2.33	83.3920310022388
GCF_014337155.1	2942917	44	2760	2662	98.12	0.78	90.1096768954068
GCF_014337175.1	3572951	46	3343	3205	98.75	0	88.0136055602218
GCF_014337195.1	3084832	49	2901	2807	97.92	0.62	89.1889088287466
GCF_014352855.1	2513891	66	2531	2462	98.07	0.93	93.4047657595337
GCF_014352875.1	3471153	29.5	3086	3031	96.05	3.89	91.8621852738845
GCF_014396585.1	2557483	65	2704	2430	85.75	1.5	92.0632903522721
GCF_014879975.1	5668207	44	5046	4773	99.08	0.95	85.0645892078395
GCF_014898075.1	2645607	49.5	2595	2429	98.56	1.12	84.6040247096413
GCF_014905115.1	2320257	37.5	2475	2386	95.03	3.99	93.0468909263069
GCF_014905135.1	2078871	38.5	2145	2079	94.98	3.52	94.3057553835712
GCF_014926385.1	2282684	61.5	2088	2004	100	0.95	89.0622617935728
GCF_014931715.1	2209694	42.5	2202	2137	99.27	1.29	90.3427804935887
GCF_015140235.1	2541474	50.5	2369	2284	97.52	0.93	87.2477153022223
GCF_015209725.1	2914291	67.5	2628	2535	84.38	6.46	91.4457410052737
GCF_015209745.1	2854808	66.5	2572	2477	82.61	7.78	91.4397395551645
GCF_015277515.1	2163714	65	1986	1908	100	0	88.2950796639482
GCF_015277815.1	3712988	70.5	3418	3337	98.51	0.8	91.9129014152483
GCF_015277875.1	3520443	69	3439	3327	98.07	1.96	91.6448867372657
GCF_015356115.1	2496734	41	2380	2255	98.9	0.23	88.1016159510785
GCF_015775975.1	2569383	33.5	2579	2475	99.81	1.28	86.0392553387331
GCF_016117655.1	2738066	41	2523	2437	99.18	0	91.4575105201993
GCF_016127995.1	2033037	65.5	1800	1726	100	0.47	88.8736899525193
GCF_016132445.1	2827114	56	2668	2586	96.45	1.32	90.7729578644512
GCF_016458825.1	2394777	29	2415	2327	94.83	0	89.9827833656328
GCF_016894345.1	2905699	54	2954	2799	98.36	0.22	85.0318288301713
GCF_016919705.1	4381421	63.5	4358	4188	98.5	1.63	90.3249653480001
GCF_017301335.1	3716531	58	3410	3336	96.5	1.74	90.4379648656233
GCF_017347605.1	3524789	37.5	2734	2638	98.93	0	86.8097352777713
GCF_017357825.1	2845050	34.5	2736	2655	93.06	10.33	93.1475369501415
GCF_017639855.1	2092558	40.5	1960	1855	99.77	0.46	84.9037398246548
GCF_017654485.1	4833053	69	4621	4441	76.07	12.83	89.9953714556824
GCF_017893965.1	2658287	44	2347	2274	100	0	90.3012729626259
GCF_017901175.1	3724392	50.5	3734	3663	93.97	2.43	91.9480817271651
GCF_017948405.1	3049778	39.5	2801	2691	96.02	1.19	90.5731499145184
GCF_018127725.1	2144372	41.5	2073	1964	99.6	0.27	87.9772726000899
GCF_018137985.1	2197335	44	2213	2094	98.63	0	89.5835182163849
GCF_018141525.1	3370274	76	3441	3331	94.54	2.94	91.1443105219338
GCF_018141545.1	4542116	74	4654	4516	95.8	8.82	90.5305809010602
GCF_018326305.1	2504406	56.5	2432	2307	91.93	1.53	86.2723536040083
GCF_018406605.1	3270651	68	3196	3105	84.46	11.02	92.3328413823425
GCF_018408575.1	2557760	58	2507	2384	91.3	1.32	87.4989052921306
GCF_018408705.1	3407680	55.5	3480	3358	98.14	0.75	86.5688679688234
GCF_018436245.1	4000992	51.5	3700	3574	82.86	5.4	85.9359628812055
GCF_018687595.1	1670875	46.5	1762	1706	90.05	0.56	94.1609635669933
GCF_018688255.1	2045022	46	2115	2050	95.73	2.09	93.3918559311343
