accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_name	organism_taxId	ORGANISM ECOSYSTEM CATEGORY
GCF_041428845.1	5.829736	5466	5241	43.5	Sporomusa rhizae	357999	Plants
GCF_041953405.1	4.453698	4069	3931	41.0	Providencia xihuensis	3342830	Mammals: Human
GCF_041953975.1	4.330635	3941	3772	41.0	Providencia zhejiangensis	3342829	Mammals: Human
GCF_042756445.1	3.901071	3710	3639	73.5	Oryzobacter terrae	1620385	Terrestrial
GCF_042853465.1	4.429217	3960	3892	49.5	Simiduia litorea	1435348	Aquatic
GCF_044501175.1	6.131055	5092	5004	38.0	Pedobacter foliorum	2739058	Plants
GCF_044501755.1	4.099393	3798	3713	65.5	Sphingomonas albertensis	2762591	Plants
GCF_046237595.1	4.610304	4632	4458	45.0	Neobacillus oceani	3115292	Aquatic
GCF_046237605.1	4.408267	4426	4248	45.5	Paraperibacillus marinus	3115295	Aquatic
GCF_046237625.1	4.270749	4285	4081	45.5	Paraperibacillus esterisolvens	3115296	Aquatic
GCF_046237635.1	5.112234	4972	4677	41.5	Peribacillus sedimenti	3115297	Aquatic
GCF_046237645.1	4.200439	4091	3932	42.5	Rossellomorea sedimentorum	3115294	Aquatic
GCF_048629425.1	5.148745	4300	4193	57.5	Telmatobacter bradus	474953	Terrestrial
GCF_050469745.1	4.126227	3870	3721	43.0	Providencia lanzhouensis	3378099	Mammals: Human
GCF_900217235.1	4.217908	4015	3915	53.0	Pseudodesulfovibrio profundus	57320	Aquatic
GCF_900637205.1	5.461769	5241	5130	69.0	Mycolicibacterium chitae	1792	Terrestrial
GCF_901538355.1	6.690754	5172	5066	58.0	Tuwongella immobilis	692036	Aquatic
GCF_902459535.1	8.347503	7552	7344	62.5	Paraburkholderia dioscoreae	2604047	Terrestrial
GCF_907165195.1	3.980026	3569	3516	39.0	Parvicella tangerina	2829795	Wastewater
GCF_000008865.2	5.594605	5417	5155	50.5	Escherichia coli O157:H7 str. Sakai	386585	Mammals: Human
GCF_000219045.1	2.035931	2008	1928	33.0	Francisella salina	573569	Mammals: Human
GCF_000240185.1	5.682322	5867	5779	57.0	Klebsiella pneumoniae subsp. pneumoniae HS11286	1125630	Mammals: Human
GCF_000577895.1	3.617025	3391	3279	29.5	Clostridium bornimense	1216932	Bioreactor
GCF_000732945.1	2.359448	2175	2007	65.5	Corynebacterium atypicum	191610	Mammals: Human
GCF_000747315.1	2.328278	2364	2243	65.0	Corynebacterium ureicelerivorans	401472	Mammals: Human
GCF_000817955.1	3.6187	3388	3288	62.5	Geobacter pickeringii	345632	Terrestrial
GCF_000827125.1	3.717645	3629	3496	56.5	Geoalkalibacter subterraneus	483547	Terrestrial
GCF_000831645.3	2.790548	2499	2397	37.5	Companilactobacillus heilongjiangensis	1074467	Food production
GCF_000963865.1	3.274259	3034	2977	45.0	Flagellimonas lutaonensis	516051	Aquatic
GCF_000981765.1	2.495242	2319	2263	44.0	Kangiella geojedonensis	914150	Aquatic
GCF_001017655.1	2.949723	2477	2403	63.5	Kiritimatiella glycovorans	1307763	Aquatic
GCF_001020985.1	3.474226	3157	3071	52.5	Corynebacterium mustelae	571915	Mammals
GCF_001021025.1	2.692072	2501	2405	58.0	Corynebacterium epidermidicanis	1050174	Mammals
GCF_001021065.1	2.419437	2240	2145	65.5	Corynebacterium uterequi	1072256	Mammals
GCF_001027025.1	2.16917	2103	2036	42.5	Kosmotoga pacifica	1330330	Aquatic
GCF_001050475.1	2.590556	2596	2516	36.5	Companilactobacillus ginsenosidimutans	1007676	Food production
GCF_001077815.2	3.226359	3146	3060	58.5	Aurantiacibacter atlanticus	1648404	Aquatic
GCF_001277995.1	3.033893	2866	2723	55.5	Corynebacterium deserti GIMN1.010	931089	Terrestrial
GCF_001509405.1	3.629239	3491	3418	72.0	Aeromicrobium erythreum	2041	Terrestrial
GCF_001543325.1	2.966978	2659	2589	30.0	Lutibacter profundi	1622118	Aquatic
GCF_001553565.1	3.051613	2630	2497	72.5	Actinomyces radicidentis	111015	Mammals: Human
GCF_001564455.1	2.542486	2465	2343	54.0	Faecalibaculum rodentium	1702221	Mammals
GCF_001611975.1	2.467625	2307	2204	55.5	Haematospirillum jordaniae	1549855	Mammals: Human
GCF_001643015.1	3.217288	2965	2844	51.5	Corynebacterium crudilactis	1652495	Mammals
GCF_001644565.1	2.971983	2795	2728	62.5	Deinococcus puniceus	1182568	Terrestrial
GCF_001663175.1	3.090363	2934	2867	65.5	Erythrobacter neustonensis	1112	Aquatic
GCF_001663815.1	2.908964	2645	2583	60.5	Halothiobacillus diazotrophicus	1860122	Aquatic
GCF_001678905.1	2.392314	2111	2021	62.5	Dermabacter vaginalis	1630135	Mammals: Human
GCF_001693335.1	1.59479	1530	1465	41.0	Helicobacter enhydrae	222136	Mammals
GCF_001697225.1	3.243537	3146	3033	68.0	Immundisolibacter cernigliae	1810504	Terrestrial
GCF_001701045.1	3.585187	3249	3157	55.0	Cloacibacillus porcorum	1197717	Mammals
GCF_001704615.3	3.812268	3723	3535	38.0	Acinetobacter defluvii	1871111	Wastewater
GCF_001747405.1	2.797276	2633	2533	56.5	Chlorobaculum limnaeum	274537	Aquatic
GCF_001856685.1	2.207832	1819	1750	52.0	Boudabousia tangfeifanii	1912795	Birds
GCF_001886615.1	3.543891	3340	3231	68.0	Halomonas aestuarii	1897729	Aquatic
GCF_001889005.1	2.978889	2698	2625	38.0	Christiangramia salexigens	1913577	Aquatic
GCF_001941445.1	2.926437	2484	2405	61.0	Corynebacterium aquilae DSM 44791	1431546	Birds
GCF_001941505.1	2.594799	2359	2291	74.5	Corynebacterium sphenisci DSM 44792	1437874	Birds
GCF_001953175.1	2.092789	2187	2111	54.0	Dehalogenimonas formicexedens	1839801	Aquatic
GCF_002005145.1	3.24018	3225	3074	45.5	Desulforamulus ferrireducens	1833852	Solid waste
GCF_002021985.1	1.705426	1741	1660	30.5	Campylobacter pinnipediorum subsp. caledonicus	1874362	Unclassified
GCF_002165375.2	3.737289	3608	3444	42.5	Acinetobacter chinensis	2004650	Wastewater
GCF_002216795.1	3.568502	3298	3105	70.5	Brachybacterium avium	2017485	Birds
GCF_002240035.1	3.2721	2966	2863	39.5	Legionella clemsonensis	1867846	Mammals: Human
GCF_002327105.1	3.351776	3048	2936	68.5	Luteimonas chenhongjianii	2006110	Mammals
GCF_002892535.1	2.82066	2598	2509	36.5	Aquella oligotrophica	2067065	Aquatic
GCF_002952055.1	2.774417	2522	2360	60.0	Desulfobulbus oralis	1986146	Mammals: Human
GCF_002998435.1	3.361794	2779	2620	47.5	Bacteroides zoogleoformans	28119	Mammals: Human
GCF_003024525.3	3.710871	3520	3312	40.5	Acinetobacter cumulans	2136182	Wastewater
GCF_003055625.1	3.464207	2993	2924	47.0	Flavobacterium magnum	2162713	Aquatic
GCF_003065405.1	2.511302	2353	2222	65.0	Corynebacterium yudongzhengii	2080740	Mammals
GCF_003065605.1	3.717741	3653	3582	70.5	Aeromicrobium chenweiae	2079793	Unclassified
GCF_003070865.1	2.357924	2282	2184	66.0	Corynebacterium liangguodongii	2079535	Mammals
GCF_003070885.1	3.052052	2910	2839	70.0	Agromyces badenianii	2080742	Mammals
GCF_003097535.1	3.552756	2982	2912	43.5	Flavobacterium pallidum	2172098	Aquatic
GCF_003130795.1	6.776313	6327	6009	70.0	Azospirillum thermophilum	2202148	Terrestrial
GCF_003143535.1	3.116291	2658	2606	38.0	Aquirufa nivalisilvae	2516557	Aquatic
GCF_003148385.1	3.441304	3243	3059	35.0	Flavobacterium sediminis	2201181	Aquatic
GCF_003173015.1	3.052043	3095	3020	67.0	Deinococcus irradiatisoli	2202254	Terrestrial
GCF_003233655.1	6.316263	5639	5458	68.0	Azospirillum ramasamyi	682998	Mammals
GCF_003325455.1	3.432872	3177	3075	68.5	Acidipropionibacterium virtanenii	2057246	Food production
GCF_003347135.1	1.839233	1802	1681	32.5	Francisella opportunistica	2016517	Mammals: Human
GCF_003355455.1	3.372129	3469	3342	62.0	Erythrobacter aureus	2182384	Aquatic
GCF_003366055.1	1.174272	1132	1080	33.5	Candidatus Chromulinivorax destructor	2066483	Unclassified
GCF_003600355.1	2.819963	2651	2516	31.0	Clostridium fermenticellae	2068654	Food production
GCF_003710105.1	3.432109	3025	2947	74.0	Georgenia faecalis	2483799	Mammals
GCF_003813965.1	2.986773	2162	2061	57.0	Corynebacterium choanae	1862358	Birds
GCF_003813985.1	2.26321	2139	2061	58.5	Corynebacterium gerontici	2079234	Birds
GCF_003814005.1	2.34816	2237	2158	58.0	Corynebacterium pseudopelargi	2080757	Birds
GCF_003860525.1	3.276391	3065	2967	36.0	Epilithonimonas vandammei	2487072	Mammals: Human
GCF_003860585.1	3.230102	3018	2931	36.5	Kaistella carnis	1241979	Food production
GCF_003955755.1	2.950593	2773	2632	37.0	Jeotgalibaca ciconiae	2496265	Birds
GCF_003971195.1	2.830639	2643	2473	59.5	Flaviflexus ciconiae	2496867	Birds
GCF_004010955.1	3.107761	2624	2511	69.5	Actinomyces wuliandei	2057743	Mammals
GCF_004022485.1	3.682614	3257	3171	38.0	Aequorivita ciconiae	2494375	Birds
GCF_004028235.1	3.211982	3063	2922	70.5	Leucobacter muris	1935379	Unclassified
GCF_004101785.1	2.356157	2315	2218	42.5	Gudongella oleilytica	1582259	Bioreactor
GCF_004103735.1	2.750839	2599	2494	42.5	Aminipila luticellarii	2507160	Food production
GCF_004114895.1	2.370062	2209	2128	58.0	Corynebacterium pelargi	1471400	Birds
GCF_004151275.2	2.944828	2829	2707	34.5	Flavobacterium dauae	1563479	Plants
GCF_004208635.1	3.478815	3144	3059	69.5	Leucobacter triazinivorans	1784719	Wastewater
GCF_004571195.1	2.666749	2405	2318	51.0	Legionella geestiana	45065	Aquatic
GCF_004795735.1	2.477061	2235	2135	61.0	Corynebacterium endometrii	2488819	Mammals
GCF_004798665.1	3.600355	3038	2914	69.5	Actinomyces procaprae	2560010	Unclassified
GCF_004803715.2	3.040302	2818	2711	69.0	Luteimonas yindakuii	2565782	Plants
GCF_005144965.1	2.880809	3766	2781	65.0	Hankyongella ginsenosidimutans	1763828	Aquatic
GCF_005280655.1	3.58886	3558	3455	44.5	Anaerostipes rhamnosivorans	1229621	Mammals: Human
GCF_005849285.1	3.145891	2826	2753	54.5	Luteithermobacter gelatinilyticus	2582913	Aquatic
GCF_006337065.1	3.437203	3267	3164	69.0	Agromyces laixinhei	2585717	Mammals
GCF_006542685.1	2.962376	2485	2406	61.5	Alistipes dispar	2585119	Mammals: Human
GCF_006965445.1	2.696018	2626	2313	38.0	Lactococcus protaetiae	2592653	Unclassified
GCF_007164725.1	2.407548	2239	2150	48.0	Dialister hominis	2582419	Mammals: Human
GCF_007559005.1	3.233079	3010	2923	67.0	Gordonia zhaorongruii	2597659	Mammals
GCF_007795095.1	2.917404	2722	2499	70.5	Luteimonas granuli	1176533	Aquatic
GCF_007904085.1	3.524308	3543	3424	41.0	Euhalothece natronophila Z-M001	522448	Aquatic
GCF_007954405.1	3.333437	3203	3109	68.0	Comamonas flocculans	2597701	Wastewater
GCF_007993795.1	3.409178	3123	3020	40.0	Antarcticibacterium arcticum	2585771	Aquatic
GCF_008014775.2	3.694897	3361	3240	45.0	Alkalicoccus halolimnae	1667239	Aquatic
GCF_008152325.1	3.08338	3231	2990	31.0	Crassaminicella thermophila	2599308	Aquatic
GCF_008365315.1	3.082251	2824	2703	59.0	Acetobacter vaccinii	2592655	Food production
GCF_008630915.1	3.373643	3141	3011	39.5	Acinetobacter suaedae	2609668	Terrestrial
GCF_008805035.1	1.993063	2080	1943	55.5	Eikenella exigua	2528037	Mammals: Human
GCF_009557235.1	2.767765	2665	2514	40.5	Acinetobacter wanghuae	2662362	Mammals
GCF_009649075.1	3.682026	3593	3526	70.0	Aeromicrobium yanjiei	2662028	Unclassified
GCF_009649955.1	3.218981	3093	2908	43.0	Heliorestis convoluta	356322	Terrestrial
GCF_009650215.1	3.715454	3712	3614	72.5	Actinomarinicola tropica	2789776	Aquatic
GCF_009734385.1	2.510218	2446	2366	58.5	Corynebacterium kalinowskii	2675216	Terrestrial
GCF_009734405.1	2.887268	2757	2665	66.5	Corynebacterium comes	2675218	Terrestrial
GCF_009734425.1	3.218058	2928	2816	62.5	Corynebacterium occultum	2675219	Terrestrial
GCF_009913655.1	3.223643	3030	2929	44.5	Lactiplantibacillus plantarum	1590	Mammals: Human
GCF_010378095.2	3.148369	3195	3076	58.0	Acidithiobacillus ferrianus	2678518	Aquatic
GCF_010669305.1	3.334849	3141	3030	45.0	Aminipila butyrica	433296	Bioreactor
GCF_011038645.2	2.218231	2173	2084	64.5	Corynebacterium qintianiae	2709392	Unclassified
GCF_011038655.2	2.607882	2384	2294	61.5	Corynebacterium lizhenjunii	2709394	Mammals
GCF_011100465.1	2.348096	2359	2198	38.0	Jeotgalibaca arthritidis	1868794	Mammals
GCF_011290485.1	2.98987	2991	2815	61.0	Caldichromatium japonicum	2699430	Aquatic
GCF_011299095.1	2.350884	2372	2238	40.5	Jeotgalibaca porci	1868793	Mammals
GCF_011405655.1	2.908404	2500	2421	63.0	Adlercreutzia hattorii	2707299	Mammals: Human
GCF_011578045.1	3.571042	3264	3117	38.5	Acinetobacter shaoyimingii	2715164	Unclassified
GCF_011578285.1	3.428714	3115	2930	41.5	Acinetobacter lanii	2715163	Unclassified
GCF_012222825.1	1.67418	1584	1494	32.0	Allofrancisella frigidaquae	1085644	Aquatic
GCF_012277275.1	3.449783	2991	2919	67.0	Gephyromycinifex aptenodytis	2716227	Birds
GCF_012563545.1	1.941174	1799	1715	49.0	Arcanobacterium buesumense	2722751	Unclassified
GCF_012931845.1	3.437431	3192	3125	72.0	Cellulomonas taurus	2729175	Mammals
GCF_012955605.1	3.159449	3133	2968	43.5	Bacillus fonticola	2728853	Aquatic
GCF_013004065.1	3.297222	3114	3057	52.5	Limnobacter profundi	2732163	Aquatic
GCF_013177295.1	2.419502	2007	1930	71.5	Actinomyces marmotae	2737173	Mammals
GCF_013177635.1	2.520808	2556	2475	27.0	Arcobacter aquimarinus	1315211	Aquatic
GCF_013177675.1	3.019071	3112	3008	27.5	Arcobacter acticola	1849015	Aquatic
GCF_013184985.2	2.701426	2323	2246	68.5	Actinomyces faecalis	2722820	Unclassified
GCF_013201685.1	2.167961	1997	1916	33.5	Campylobacter geochelonis	1780362	Mammals
GCF_013201825.1	3.170683	3101	3036	29.5	Halarcobacter ebronensis	1462615	Wastewater
GCF_013201935.1	2.810923	2844	2755	27.0	Arcobacter cloacae	1054034	Wastewater
GCF_013260645.1	3.058693	3041	2971	63.0	Erythrobacter mangrovi	2739433	Terrestrial
GCF_013265585.1	3.345811	3252	3120	46.5	Kroppenstedtia pulmonis	1380685	Mammals: Human
GCF_013403565.1	3.677798	3514	3365	50.5	Chitinibacter bivalviorum	2739434	Unclassified
GCF_013423785.1	3.634977	3463	3322	50.5	Chitinibacter fontanus	1737446	Aquatic
GCF_013745115.1	1.808583	1742	1684	30.5	Hujiaoplasma nucleasis	2725268	Aquatic
GCF_014023125.1	1.958905	1918	1863	38.0	Candidatus Xianfuyuplasma coldseepsis	2782163	Aquatic
GCF_014058705.1	3.485124	3395	3299	67.0	Aureimonas mangrovi	2758041	Aquatic
GCF_014069875.1	2.343974	2163	2076	63.0	Flaviflexus equikiangi	2758573	Mammals
GCF_014126615.1	5.043386	4919	4684	63.0	Ciceribacter thiooxidans	1969821	Terrestrial
GCF_014217995.1	1.681969	1751	1668	34.5	Campylobacter vulpis	1655500	Mammals
GCF_014262665.1	2.208656	1871	1795	55.0	Corynebacterium anserum	2684406	Birds
GCF_014295415.1	2.987299	2738	2687	40.5	Constantimarinum furrinae	2562285	Aquatic
GCF_014334735.1	3.134783	3080	3009	70.5	Aeromicrobium senzhongii	2663859	Mammals
GCF_014337255.1	2.072767	2048	1935	29.0	Fusobacterium hominis	2764326	Mammals: Human
GCF_014396165.1	2.217552	2152	2072	35.5	Erysipelothrix inopinata	225084	Food production
GCF_014467015.1	3.695371	3646	3521	36.0	Alkalicella caledoniensis	2731377	Aquatic
GCF_014467055.1	2.996201	2916	2817	48.5	Caproicibacterium amylolyticum	2766537	Terrestrial
GCF_014522205.1	2.617997	2493	2407	52.5	Corynebacterium poyangense	2684405	Birds
GCF_014672715.2	2.068322	2090	2023	52.0	Dehalogenimonas etheniformans	1536648	Terrestrial
GCF_014898155.1	2.920839	2390	2276	62.0	Bifidobacterium eulemuris	1765219	Mammals
GCF_015159595.1	3.518434	3235	3122	42.0	Blautia liquoris	2779518	Terrestrial
GCF_015265455.1	2.737757	2769	2685	34.0	Candidatus Sulfurimonas baltica	2740404	Aquatic
GCF_015265475.1	2.488728	2533	2450	33.5	Candidatus Sulfurimonas marisnigri	2740405	Aquatic
GCF_015708635.1	2.641856	2514	2389	27.5	Candidatus Sarcina troglodytae	2726954	Mammals
GCF_016593255.1	2.297889	2339	2263	53.0	Hydrogenimonas urashimensis	2740515	Aquatic
GCF_016598775.1	2.564181	2051	1956	70.5	Actinomyces weissii	675090	Mammals
GCF_016656965.1	2.976716	3029	2963	66.5	Brevundimonas vitisensis	2800818	Plants
GCF_016724785.1	2.352222	2256	2153	27.0	Fusobacterium canifelinum	285729	Mammals: Human
GCF_016904675.1	1.988065	1818	1722	51.0	Arcanobacterium phocisimile	1302235	Unclassified
GCF_016918765.2	3.608892	3471	3390	65.0	Flagellatimonas centrodinii	2806210	Algae
GCF_017086445.1	3.300602	3253	3179	66.0	Brevundimonas fontaquae	2813778	Aquatic
GCF_017338855.1	3.583698	3352	3277	57.5	Geobacter benzoatilyticus	2815309	Terrestrial
GCF_017347585.1	2.597825	2458	2336	35.0	Caldicellulosiruptor diazotrophicus	2806205	Aquatic
GCF_017352215.1	2.449552	2452	2339	47.0	Alkalibacter rhizosphaerae	2815577	Aquatic
GCF_017487345.1	3.550773	3541	3439	67.0	Brevundimonas pondensis	2774189	Aquatic
GCF_017948305.1	2.835235	2721	2583	31.0	Faecalibacter bovis	2898187	Mammals
GCF_018118585.1	3.45061	3102	3025	53.5	Aristaeella lactis	3046383	Mammals
GCF_018279165.1	2.779574	2751	2654	66.5	Falsirhodobacter algicola	2692330	Algae
GCF_018406645.1	3.27062	3193	3104	68.0	Lysobacter helvus	2675059	Terrestrial
GCF_018853465.2	2.881362	2883	2796	55.0	Acidithiobacillus montserratensis	2729135	Aquatic
GCF_018905915.1	3.277463	2954	2877	62.5	Azospira inquinata	2785627	Aquatic
GCF_019203185.1	2.756133	2651	2460	31.0	Crassaminicella indica	2855394	Aquatic
GCF_019203965.1	3.367643	3295	3145	70.5	Elioraea tepida	2843330	Aquatic
GCF_019355395.1	3.267205	2966	2855	56.5	Chordicoccus furentiruminis	2709410	Mammals: Human
GCF_019443285.1	3.406525	3359	3291	58.5	Aquisediminimonas profunda	1550733	Aquatic
GCF_019613795.1	2.725095	2491	2428	37.0	Flavobacterium litorale	2856519	Algae
GCF_019703305.1	1.610826	1671	1563	48.0	Helicobacter gastrocanis	2849641	Mammals
GCF_019916085.1	2.505188	2245	2196	42.0	Aquirufa lenticrescens	2696560	Aquatic
GCF_020025155.1	3.653147	3384	3300	61.0	Halopseudomonas nanhaiensis	2830842	Aquatic
GCF_020229735.1	4.618413	4348	4176	68.0	Deinococcus taeanensis	2737050	Terrestrial
GCF_020410745.1	2.687097	2499	2441	36.0	Kaistella polysaccharea	2878534	Terrestrial
GCF_020535405.1	2.895552	2843	2782	65.5	Antiquaquibacter oligotrophicus	2880260	Aquatic
GCF_020616335.1	2.533318	2303	2227	65.5	Corynebacterium uberis	2883169	Mammals
GCF_020616595.1	1.242019	1290	1204	33.5	Lentilactobacillus laojiaonis	2883998	Food production
GCF_020886055.1	2.263087	2061	2004	35.0	Flavobacterium ammoniigenes	1751095	Aquatic
GCF_020886115.1	2.409408	2148	2090	34.5	Flavobacterium ammonificans	1751056	Aquatic
GCF_021117385.1	3.48852	3199	3117	68.5	Frateuria soli	1542730	Terrestrial
GCF_021310995.1	4.872905	4648	4525	57.5	Agrobacterium vaccinii	2735528	Plants
GCF_021442325.1	3.202016	3030	2951	71.5	Agromyces marinus	1389020	Aquatic
GCF_021919125.1	3.325806	3180	3114	73.0	Clavibacter seminis	2860285	Plants
GCF_022655595.1	3.074733	2844	2722	39.0	Ignatzschineria rhizosphaerae	2923279	Plants
GCF_022701195.1	3.144153	2619	2457	48.5	Allobaculum mucilyticum	2834459	Mammals: Human
GCF_022869865.1	3.464001	3246	3153	65.5	Arthrobacter zhangbolii	2886936	Mammals
GCF_022919155.1	3.562128	3342	3239	72.0	Leucobacter allii	2932247	Plants
GCF_022919175.1	3.337834	3102	3015	69.5	Leucobacter rhizosphaerae	2932245	Plants
GCF_023022985.1	3.691056	3453	3337	65.0	Arthrobacter gengyunqii	2886940	Mammals
GCF_023634805.2	4.488558	4114	3946	66.5	Comamonas endophytica	2949090	Terrestrial
GCF_023824315.1	3.390424	3270	3102	40.5	Acinetobacter tibetensis	2943497	Terrestrial
GCF_023921125.1	3.929901	3796	3660	65.5	Arthrobacter caoxuetaonis	2886935	Mammals
GCF_023973165.1	1.952277	1753	1676	50.5	Arcanobacterium pinnipediorum	1503041	Mammals
GCF_024172705.1	1.007335	985	943	39.5	Candidatus Comchoanobacter bicostacola	2919598	Aquatic
GCF_024267655.1	3.154193	2992	2888	28.5	Arcobacter roscoffensis	2961520	Aquatic
GCF_024508335.1	3.571554	3318	3233	73.0	Cellulomonas chengniuliangii	2968084	Mammals
GCF_025144665.1	2.780015	2258	2176	58.0	Alistipes ihumii AP11	1211813	Mammals: Human
GCF_025244825.1	3.640817	3434	3339	65.5	Arthrobacter jinronghuae	2964609	Mammals
GCF_025244925.1	3.46821	3249	3155	66.0	Arthrobacter zhaoxinii	2964616	Mammals
GCF_025999835.1	3.599694	3534	3424	71.0	Caldinitratiruptor microaerophilus	671077	Aquatic
GCF_026072915.1	3.175525	2621	2539	57.0	Akkermansia biwaensis	2946555	Mammals: Human
GCF_026725475.1	4.517539	3692	3557	38.5	Catenovulum adriaticum	2984846	Algae
GCF_027474525.2	3.452143	2982	2908	34.5	Flavobacterium lacustre	3016339	Aquatic
GCF_028021195.1	2.510028	2268	2158	63.0	Cutibacterium equinum	3016342	Mammals
GCF_028736235.1	2.582146	2514	2404	51.5	Lacticaseibacillus pabuli	3025672	Food production
GCF_028748065.1	3.472649	3333	3277	55.0	Hyphococcus flavus	1866326	Aquatic
GCF_029026145.1	3.477232	3029	2953	38.5	Legionella cardiaca	1071983	Mammals: Human
GCF_029030725.1	3.27144	3161	3089	62.5	Afipia carboxydohydrogena	290	Wastewater
GCF_029625335.1	2.992352	2835	2575	33.5	Flavobacterium nitratireducens	992289	Aquatic
GCF_029636725.1	3.06309	3032	2948	67.5	Brevundimonas sanguinis	3021811	Mammals: Human
GCF_029774155.1	2.266746	2182	1676	39.5	Actinobacillus arthritidis	157339	Mammals
GCF_029866485.1	2.538339	2270	2194	34.5	Flavobacterium keumense	1306518	Aquatic
GCF_029983095.1	2.829429	2707	2581	37.5	Enterococcus montenegrensis	3031993	Food production
GCF_030252185.1	2.858263	2850	2623	67.5	Corynebacterium suedekumii	3049801	Food production
GCF_030296055.1	2.378694	2410	2332	51.0	Hydrogenimonas cancrithermarum	2993563	Aquatic
GCF_030296655.1	3.684144	3784	3296	72.5	Barrientosiimonas endolithica	1535208	Aquatic
GCF_030296775.1	3.11159	3024	2894	44.0	Claveliimonas bilis	3028070	Mammals: Human
GCF_030297015.1	3.211969	2967	2852	65.5	Brooklawnia propionicigenes	3041175	Bioreactor
GCF_030389495.1	1.587935	1608	1511	31.5	Ligilactobacillus cholophilus	3050131	Food production
GCF_030407165.1	3.592879	3689	3316	60.5	Fontisubflavum oceani	2978973	Aquatic
GCF_030408575.1	2.439611	2331	2218	67.0	Corynebacterium auris	44750	Mammals: Human
GCF_030408595.1	3.04531	2716	2631	60.0	Corynebacterium canis	679663	Mammals: Human
GCF_030408715.1	2.485332	2305	2183	65.0	Corynebacterium confusum	71254	Mammals: Human
GCF_030408735.1	3.147058	2862	2735	60.0	Corynebacterium faecale	1758466	Mammals
