accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_taxId	organism_name	environment	gene_density
GCF_016132545.1	4.07857	3711	3636	56.5	2794344	Spongiibacter nanhainus	Aquatic	909.88
GCF_016495725.1	4.51331	4542	4353	44.5	2743000	Salicibibacter cibarius		1006.36
GCF_016495865.1	3.81438	3896	3721	45.0	2743001	Salicibibacter cibi		1021.4
GCF_016653635.2	7.569752	7097	6872	67.5	2775420	Skermanella cutis	Mammals: Human	937.55
GCF_016743815.1	4.262007	4159	3825	64.5	2759526	Sphingomonas aliaeris	Food production	975.83
GCF_016765655.2	7.84071	7314	7095	67.0	1789672	Skermanella mucosa		932.82
GCF_016772315.1	4.077558	4046	3944	51.0	2735563	Thiothrix subterranea	Terrestrial	992.26
GCF_016806835.2	7.759404	7321	7121	67.5	1817965	Skermanella rosea		943.5
GCF_016807805.1	6.650762	6379	6013	68.0	2528964	Xanthobacter dioxanivorans	Wastewater	959.14
GCF_016834455.1	4.237767	3786	3639	54.0	1173586	Shewanella litorisediminis		893.4
GCF_016925535.1	4.012379	3459	3346	61.5	2811108	Natronoglycomyces albus	Aquatic	862.08
GCF_016925615.1	5.699854	5206	5064	70.0	2811111	Natronosporangium hydrolyticum	Aquatic	913.36
GCF_017086365.1	6.273877	5856	5653	49.5	2810347	Paenibacillus tianjinensis		933.39
GCF_017161445.1	4.854389	4431	4325	64.0	2811415	Niveibacterium microcysteis	Microbial	912.78
GCF_017309585.1	4.745026	4438	4353	62.5	2815343	Nitrogeniibacter aestuarii		935.3
GCF_017354945.1	4.201682	3737	3589	48.5	2814294	Shewanella avicenniae		889.41
GCF_017354985.1	4.136363	3686	3544	55.5	2814292	Shewanella cyperi		891.12
GCF_017355405.1	4.898652	4589	4492	70.5	2768162	Roseomonas haemaphysalidis	Unclassified	936.79
GCF_017498485.1	3.890129	3445	3312	31.0	2808900	Polaribacter batillariae	Mollusca	885.57
GCF_017498525.1	4.320685	4123	3982	65.5	2816950	Ottowia testudinis	Unclassified	954.25
GCF_017498565.1	3.777952	3607	3522	53.0	2806553	Parasphingorhabdus cellanae	Mollusca	954.75
GCF_017569185.1	4.143164	3667	3559	30.5	2818493	Polaribacter cellanae	Mollusca	885.07
GCF_017569225.1	4.395128	4030	3933	72.5	2819238	Pengzhenrongella sicca	Terrestrial	916.92
GCF_017792025.1	4.100703	4010	3860	43.5	2729421	Sediminibacillus dalangtanensis		977.88
GCF_018135625.1	5.649484	5167	5091	68.0	2823693	Phenylobacterium montanum	Terrestrial	914.6
GCF_018141425.1	5.626074	4859	4757	31.0	1185412	Vallitalea guaymasensis	Aquatic	863.66
GCF_018141445.1	6.325483	5308	5203	36.5	1348613	Vallitalea pronyensis	Aquatic	839.15
GCF_018223345.1	3.812587	3489	3353	48.0	2829809	Shewanella yunxiaonensis	Aquatic	915.13
GCF_018278905.1	5.581157	4550	4365	65.5	886343	Mycobacterium spongiae	Aquatic	815.24
GCF_018279705.1	5.857905	5637	5368	62.0	340268	Tardiphaga alba	Terrestrial	962.29
GCF_018316795.1	6.602217	5704	5566	72.5	2831968	Nocardiopsis akebiae	Terrestrial	863.95
GCF_018388425.1	3.863826	3634	3555	72.0	2803858	Nocardioides faecalis	Mammals	940.52
GCF_018437505.1	5.864354	5470	5291	69.5	2820884	Spiractinospora alimapuensis	Aquatic	932.75
GCF_018459925.1	4.580814	4494	4356	73.0	160826	Nocardioides aquaticus	Aquatic	981.05
GCF_018802605.1	4.069732	3787	3625	62.5	1225769	Paludibacterium paludis		930.53
GCF_018968705.1	5.870232	5057	4902	58.5	2995658	Pseudomonas lijiangensis	Plants	861.47
GCF_019039255.1	4.901775	4954	4642	72.5	2849501	Nocardioides panacis	Terrestrial	1010.65
GCF_019139535.1	5.527654	4945	4787	65.0	2842357	Pseudomonas muyukensis	Plants	894.59
GCF_019139675.1	5.758328	5142	4968	64.0	2842354	Pseudomonas maumuensis	Plants	892.97
GCF_019139795.1	6.228218	5668	5455	60.0	2842350	Pseudomonas azerbaijanorientalis	Plants	910.05
GCF_019139815.1	6.107031	5618	5444	60.5	2842349	Pseudomonas asgharzadehiana	Plants	919.92
GCF_019139835.1	5.987104	5322	5134	64.0	2842356	Pseudomonas xanthosomatis	Plants	888.91
GCF_019139895.1	6.14708	5463	5283	64.5	2842355	Pseudomonas fakonensis	Plants	888.71
GCF_019141525.1	6.307666	5706	5553	61.0	2842348	Pseudomonas alvandae	Plants	904.61
GCF_019263705.2	6.305989	6210	6075	73.5	2792008	Pseudonocardia abyssalis	Aquatic	984.78
GCF_019456655.1	5.998503	5756	5630	68.0	1801	Mycolicibacterium diernhoferi	Aquatic	959.57
GCF_019614655.1	6.71353	6026	5864	59.0	2815720	Pseudomonas germanica		897.59
GCF_019623905.1	4.392453	4250	4173	66.5	2807096	Neotabrizicola shimadae		967.57
GCF_019740355.2	4.365762	3884	3809	35.0	2862509	Paracrocinitomix mangrovi		889.65
GCF_019880205.1	4.750202	4442	4270	55.0	3074822	Pantoea alfalfae		935.12
GCF_019891395.1	4.052255	3875	3792	60.0	430679	Nitratireductor kimnyeongensis	Aquatic	956.26
GCF_019900845.1	4.913533	3889	3807	44.0	2831148	Paraneptunicella aestuarii	Aquatic	791.49
GCF_019930585.1	4.298284	4156	4048	67.0	2872652	Sphingomonas nostoxanthinifaciens	Unclassified	966.9
GCF_019931675.1	4.088569	4024	3912	71.5	1774216	Nocardioides rotundus		984.21
GCF_019968605.1	4.339639	3734	3636	31.5	1908341	Polaribacter litorisediminis		860.44
GCF_020511155.1	4.456447	3925	3776	41.0	2590884	Shewanella glacialimarina		880.75
GCF_020883455.1	4.17235	3904	3821	69.5	2182432	Sediminicurvatus halobius	Aquatic	935.68
GCF_020886695.1	3.76415	3571	3486	54.0	2810563	Pseudodesulfovibrio sediminis		948.69
GCF_020886775.1	4.413566	4142	3966	70.5	322009	Sinomonas cyclohexanicum		938.47
GCF_020991065.1	4.471533	4377	4282	73.0	2894081	Nocardioides okcheonensis	Terrestrial	978.86
GCF_020991085.1	5.689429	5191	5080	72.5	2897332	Roseomonas cutis		912.39
GCF_021018765.1	6.492796	5932	5758	60.5	2837969	Pseudomonas fitomaticsae		913.63
GCF_021044565.1	4.318731	4016	3920	66.0	2895559	Subtercola endophyticus	Plants	929.9
GCF_021049245.1	4.031766	4096	3952	39.0	2844358	Radiobacillus kanasensis	Terrestrial	1015.93
GCF_021049285.1	4.270413	3858	3786	67.5	2897773	Ruania halotolerans	Terrestrial	903.43
GCF_021172065.1	5.01504	4701	4539	54.0	2891570	Pseudocitrobacter corydidari	Unclassified	937.38
GCF_021183825.1	5.364211	4359	4272	45.0	2900738	Sinomicrobium kalidii	Plants	812.61
GCF_021184025.1	5.632343	5193	5087	62.0	475937	Rhodopseudomonas boonkerdii	Terrestrial	922.0
GCF_021216675.1	5.691859	5326	5122	69.0	2875706	Streptomyces gobiensis	Unclassified	935.72
GCF_021227995.1	5.698134	5227	5116	66.0	2896849	Novosphingobium kaempferiae	Plants	917.32
GCF_021233055.1	7.333475	6130	6051	49.5	2898794	Spirosoma oryzicola	Plants	835.89
GCF_021353295.2	3.887578	3665	3556	60.5	2880651	Pseudodesulfovibrio thermohalotolerans		942.75
GCF_021391395.1	4.386171	4123	4035	68.0	2899123	Sphingomonas cannabina		940.0
GCF_021432765.1	3.922746	3766	3651	64.5	2746321	Pseudomonas phenolilytica	Terrestrial	960.04
GCF_021513275.1	6.639679	6269	5642	47.5	2908839	Paenibacillus hexagrammi	Fish	944.17
GCF_021560035.1	3.829764	3861	3677	39.5	2831673	Virgibacillus salidurans	Food production	1008.16
GCF_021650935.1	4.380446	4345	4217	51.5	96472	Thiothrix winogradskyi		991.91
GCF_022059845.1	6.384545	6169	6072	63.5	2895980	Terrirubrum flagellatum	Terrestrial	966.24
GCF_022200785.1	4.929029	4163	4085	35.5	2895286	Pedobacter mucosus	Terrestrial	844.59
GCF_022267555.1	3.90672	3298	3168	41.5	2829812	Proteiniphilum propionicum	Food production	844.19
GCF_022370635.2	6.183573	6073	5909	66.5	388459	Mycolicibacterium crocinum	Terrestrial	982.12
GCF_022370835.2	3.936223	3785	3685	70.5	1069221	Mycolicibacillus parakoreensis	Mammals: Human	961.58
GCF_022374935.2	4.980142	4677	4567	67.5	1795032	Mycolicibacter virginiensis	Mammals	939.13
GCF_022760175.1	4.040482	3405	3324	38.5	2202721	Zhouia spongiae	Aquatic	842.72
GCF_022846615.1	5.481269	5265	5184	70.5	1750527	Roseomonas fluvialis	Aquatic	960.54
GCF_022870745.1	5.3599	4359	4291	58.5	2883246	Silvibacterium acidisoli	Terrestrial	813.26
GCF_023509015.1	6.715763	6122	5868	62.0	2931382	Pseudomonas abieticivorans		911.59
GCF_023556315.2	4.029301	3550	3495	32.0	2932268	Psychroserpens ponticola	Aquatic	881.05
GCF_023734135.1	6.058019	5274	5141	69.0	2914710	Sphaerotilus microaerophilus		870.58
GCF_023744375.2	3.770817	3165	3010	43.5	2951805	Parabacteroides absconsus		839.34
GCF_023746535.1	4.067215	3924	3847	49.0	2950108	Sneathiella marina		964.79
GCF_023923205.1	3.771308	3524	3440	69.0	2934161	Ornithinimicrobium cryptoxanthini	Terrestrial	934.42
GCF_023923225.1	4.620106	4274	4200	68.5	2934158	Ornithinimicrobium faecis		925.09
GCF_023983615.1	4.799068	4193	4104	51.5	2940671	Phormidium yuhuli AB48	Bioreactor	873.71
GCF_024112395.2	6.609381	6064	5872	60.5	2853159	Pseudomonas pergaminensis	Plants	917.48
GCF_024220175.1	5.138448	5062	4937	73.0	2949664	Paraconexibacter antarcticus	Terrestrial	985.12
GCF_024346715.1	5.650079	5038	4778	44.0	680026	Photobacterium swingsii		891.67
GCF_024347135.1	5.192394	4590	4390	45.5	1918945	Vibrio spartinae		883.99
GCF_024349785.1	5.209012	5045	4890	64.0	296544	Sphingomonas bisphenolicum		968.51
GCF_024662015.1	4.746001	4448	4371	63.0	1862145	Nisaea acidiphila		937.21
GCF_025231525.1	4.093801	3921	3825	64.5	2972485	Sphingomonas endolithica		957.79
GCF_025264645.1	5.662239	4802	4702	56.5	2051959	Tunturiibacter lichenicola	Fungi	848.07
GCF_025345565.1	4.067951	3660	3583	53.5	2742796	Thalassolituus hydrocarboniclasticus	Aquatic	899.72
GCF_025398155.2	6.289366	5191	5057	67.0	2978473	Roseateles amylovorans	Aquatic	825.36
GCF_025502585.1	4.474154	3726	3662	42.0	2979464	Reichenbachiella agarivorans		832.78
GCF_025639805.1	4.812735	3869	3804	42.0	2979869	Reichenbachiella carrageenanivorans	Aquatic	803.91
GCF_025639885.1	4.273256	4201	4032	59.0	2980108	Roseovarius pelagicus		983.09
GCF_025787225.1	4.048523	3854	3766	63.5	2909229	Saxibacter everestensis		951.95
GCF_025837095.1	4.532339	4148	4013	70.0	2962047	Rhodococcus sacchari		915.2
GCF_025854335.1	3.930456	3935	3821	60.5	2984530	Pelagibacterium flavum		1001.16
GCF_026191725.2	5.94277	5508	5422	55.0	2866279	Roseibium porphyridii	Algae	926.84
GCF_026240635.1	4.436989	3800	3703	54.0	2016064	Trichothermofontia sichuanensis B231		856.44
GCF_026278245.1	5.05486	4305	4228	52.5	2592049	Pontibacter kalidii	Plants	851.66
GCF_026278345.1	5.582807	4703	4625	57.0	2674997	Tellurirhabdus rosea	Terrestrial	842.41
GCF_026686735.1	6.245384	5785	5642	64.0	2961893	Pseudomonas triclosanedens		926.28
GCF_026802175.1	5.809202	5047	4917	48.5	2016057	Thermocoleostomius sinensis A174		868.79
GCF_026810445.1	5.73929	5233	4936	58.0	3002903	Pseudomonas huanghezhanensis	Aquatic	911.79
GCF_026898135.2	6.311744	5789	5565	62.0	3233375	Pseudomonas fortuita	Plants	917.18
GCF_027625475.1	4.429509	4227	4072	66.0	3012344	Sphingomonas abietis	Plants	954.28
GCF_027923765.1	3.762062	3539	3445	49.5	2973072	Pseudodesulfovibrio nedwellii	Aquatic	940.71
GCF_028607085.1	4.310851	4204	4107	67.5	1813468	Sphingomonas naphthae	Terrestrial	975.21
GCF_028657945.1	6.450155	5565	5388	47.5	485448	Thalassomonas haliotis		862.77
GCF_028735875.1	4.0646	4180	4051	40.0	766894	Shouchella hunanensis	Terrestrial	1028.39
GCF_028736175.1	5.170823	4238	4142	43.5	3025669	Sphingobacterium oryzagri	Terrestrial	819.6
GCF_028747805.1	4.107949	4071	3864	37.0	2912187	Solibacillus daqui	Food production	991.01
GCF_029023725.1	5.926369	4638	4556	61.5	2909285	Synoicihabitans lomoniglobus		782.6
GCF_029028125.1	6.387078	5650	5440	66.5	34070	Pseudoduganella chitinolytica		884.6
GCF_029223885.1	4.751289	4591	4454	59.5	1395951	Pararhizobium gei		966.26
GCF_029277445.1	6.242368	6109	5937	60.0	3031126	Pararhizobium qamdonense	Terrestrial	978.64
GCF_029323795.1	5.066785	4187	4121	38.5	3032586	Zobellia alginiliquefaciens	Algae	826.36
GCF_029542625.1	4.161809	4029	3847	29.5	3036126	Tepidibacter hydrothermalis	Aquatic	968.09
GCF_029873215.1	4.278108	4016	3942	71.0	3036374	Nocardioides lacus		938.73
GCF_029892045.1	6.722812	6458	6015	60.5	680248	Sinorhizobium numidicum		960.61
GCF_029892065.1	6.834248	6430	6129	61.5	680247	Sinorhizobium garamanticum		940.85
GCF_029958925.1	4.147834	3958	3875	64.0	3058420	Tropicibacter oceani		954.23
GCF_030035605.1	4.508233	4151	4051	57.0	2980100	Silvimonas soli		920.76
GCF_030053115.1	6.360061	5929	5606	58.5	3042029	Pseudomonas svalbardensis		932.22
GCF_030252245.1	4.893483	4128	3990	40.5	3050637	Shewanella goraebulensis	Aquatic	843.57
GCF_030254645.1	5.324202	4934	4838	68.5	3019553	Paucibacter sediminis	Aquatic	926.71
GCF_030263935.1	4.939088	4705	4473	42.0	3050112	Paenibacillus polygoni	Plants	952.61
GCF_030271835.1	4.1056	3742	3607	38.0	3034648	Proteus appendicitidis	Mammals: Human	911.44
GCF_030285785.1	5.005898	4839	4535	57.5	2997337	Parasedimentitalea psychrophila		966.66
GCF_030295765.1	4.1136	3847	3726	53.5	651666	Neptuniibacter halophilus		935.19
GCF_030295915.1	3.896845	3519	3422	38.5	1759089	Thalassotalea sediminis		903.04
GCF_030295975.1	4.386062	3929	3801	40.0	2054316	Thalassotalea atypica		895.79
GCF_030295995.1	4.27531	3796	3679	38.5	3030492	Thalassotalea hakodatensis		887.89
GCF_030297155.1	5.999096	5290	5030	44.0	3035453	Vibrio apostichopi		881.8
GCF_030315915.2	3.801551	3499	3370	43.0	3053982	Providencia zhijiangensis	Mammals: Human	920.41
GCF_030323265.1	5.885686	5898	4827	60.5	2926709	Terrirhizobium terrae		1002.09
GCF_030369675.1	4.398809	4172	4074	61.5	2919917	Peteryoungia algae	Aquatic	948.44
GCF_030412785.1	9.909294	8941	8612	62.0	273251	Paraburkholderia sabiae		902.28
GCF_030413595.1	3.955745	3917	3785	46.5	3058394	Planococcus liqunii	Terrestrial	990.21
GCF_030506305.1	5.487627	4519	4450	41.0	930972	Porifericola rhodea	Porifera	823.49
GCF_030549525.1	4.686432	4274	4158	67.5	3055079	Stenotrophomonas tuberculopleuritidis	Mammals: Human	911.99
GCF_030549615.1	4.681496	4148	4029	63.5	3055080	Stenotrophomonas pigmentata		886.04
GCF_030687395.1	6.590972	6088	5791	59.0	2954098	Pseudomonas wuhanensis		923.69
GCF_030687835.1	6.451026	5843	5510	60.0	2738125	Pseudomonas hefeiensis		905.75
GCF_030687935.1	6.24891	5708	5509	59.0	2954082	Pseudomonas cucumis		913.44
GCF_030845195.1	4.097636	3336	3297	46.0	3069118	Sanyastnella coralliicola	Aquatic	814.13
GCF_030863885.1	4.56697	4572	4296	64.0	3064531	Paracoccus actinidiae	Terrestrial	1001.1
GCF_030866765.1	6.734763	6168	6005	54.5	3110539	Paenibacillus silvisoli		915.85
GCF_030866825.1	4.740677	4447	4326	64.0	3144168	Rathayibacter soli		938.05
GCF_031198435.1	4.422012	3891	3804	43.0	3070815	Pleionea litopenaei		879.92
GCF_031202285.1	4.064271	4064	3899	29.0	1541	Terrisporobacter mayombei	Arthropoda: Insects	999.93
GCF_031326225.1	4.538647	3787	3710	48.5	3073561	Undibacterium cyanobacteriorum		834.39
GCF_031583575.1	4.311067	3765	3656	38.5	3065648	Thalassotalea nanhaiensis		873.33
GCF_031583595.1	4.806223	4029	3919	38.0	3065647	Thalassotalea psychrophila	Aquatic	838.29
GCF_031599675.1	6.472393	5758	5592	50.5	3242193	Paenibacillus pedocola	Terrestrial	889.62
GCF_031656915.1	4.228226	4056	3971	69.5	3388267	Nocardioides terrisoli		959.27
GCF_031826515.1	4.113577	3493	3398	32.0	3074124	Thalassobellus suaedae		849.14
GCF_031834635.1	4.880993	4163	4064	69.0	3003247	Xanthomonas hawaiiensis		852.9
GCF_032191775.1	3.889336	3719	3613	59.5	3068341	Rhodoferax mekongensis	Aquatic	956.2
GCF_032268605.1	6.30377	5731	5561	56.0	2918900	Paenibacillus aurantius	Aquatic	909.14
GCF_032271945.1	5.852554	5348	5149	47.0	2918901	Paenibacillus roseopurpureus		913.79
GCF_032911225.1	4.900776	4061	3946	39.0	3065649	Thalassotalea fonticola	Aquatic	828.64
GCF_033100135.1	5.798774	4566	4503	48.0	3080537	Rubellicoccus peritrichatus		787.41
GCF_033170385.1	5.041847	4296	4187	68.5	3046274	Xanthomonas rydalmerensis	Plants	852.07
GCF_033180165.1	4.343646	3716	3506	43.0	2999068	Shewanella youngdeokensis		855.5
GCF_033798665.1	4.315796	3764	3679	71.0	3030830	Sanguibacter biliveldensis		872.15
GCF_033954455.1	5.466623	4949	4785	61.5	2952932	Thiorhodovibrio litoralis	Aquatic	905.31
GCF_034259205.1	4.153408	4162	4103	42.5	28202	Peredibacter starrii	Terrestrial	1002.07
GCF_034424215.1	5.543186	4604	4535	42.5	577386	Niabella yanshanensis		830.57
GCF_034661175.1	4.403084	4234	4165	72.5	3095075	Nocardioides renjunii	Mammals	961.6
GCF_034661235.1	4.546893	4423	4352	70.5	3095076	Nocardioides bizhenqiangii	Terrestrial	972.75
GCF_035621475.1	5.351178	4964	4756	61.5	3110772	Pseudomonas paeninsulae	Aquatic	927.65
GCF_035930445.1	3.952559	3715	3649	65.5	180400	Sphingopyxis chilensis	Aquatic	939.9
GCF_036512875.1	4.019268	3776	3536	43.5	3085177	Xenorhabdus taiwanensis		939.47
GCF_036621415.1	4.74678	4623	4457	64.0	2267699	Nitratireductor thuwali		973.92
GCF_036670025.1	6.231504	6214	5812	38.5	1737571	Niallia oryzisoli	Terrestrial	997.19
GCF_037076465.1	4.663678	4234	4004	51.0	3073862	Pectobacterium araliae		907.87
GCF_037094465.1	4.161161	3900	3806	63.0	3126690	Pseudodesulfovibrio methanolicus		937.24
GCF_038050375.1	5.323117	4723	4571	37.0	3133117	Okeanomitos corallinicola TIOX110		887.26
GCF_038069655.2	3.981936	4036	3936	56.5	3137369	Yoonia phaeophyticola		1013.58
GCF_038443705.2	4.468208	4392	4295	58.5	3137370	Yoonia rhodophyticola		982.94
GCF_038811545.1	4.813108	4488	4401	62.0	3069264	Rhodoligotrophos ferricapiens		932.45
GCF_039652435.2	4.362107	3722	3666	44.5	3144874	Niabella insulamsoli	Terrestrial	853.26
GCF_039908605.1	4.982159	4624	4487	66.0	3136739	Pseudomonas aestiva		928.11
GCF_039908635.1	5.931563	5382	4914	60.0	3136737	Pseudomonas purpurea		907.35
GCF_039908645.1	6.437446	5974	5740	59.0	3136738	Pseudomonas helvetica		928.01
GCF_040024445.1	5.475811	5094	4958	68.5	1543852	Prescottella soli	Terrestrial	930.27
GCF_040105105.1	5.365325	5203	4966	62.0	335476	Polaromonas hydrogenivorans	Terrestrial	969.75
GCF_040529045.1	4.80715	4099	4001	69.5	2912242	Xanthomonas indica	Plants	852.69
GCF_041022165.1	4.28966	3945	3851	69.0	3238584	Sinomonas puerhi		919.65
GCF_041240605.1	5.482839	4646	4535	69.5	3160842	Xanthomonas bundabergensis		847.37
GCF_041242975.1	5.41525	4589	4475	69.0	3160841	Xanthomonas medicagonis		847.42
GCF_041245805.1	5.337149	4510	4410	68.5	3160839	Xanthomonas tesorieronis		845.02
GCF_041428605.1	4.78731	4480	4311	47.5	2376	Sporomusa paucivorans		935.81
GCF_041428715.1	5.31221	5088	4899	44.5	112901	Sporomusa malonica	Aquatic	957.79
GCF_041428845.1	5.829736	5466	5241	43.5	357999	Sporomusa rhizae	Plants	937.61
GCF_041428895.1	6.511628	6246	6033	46.5	204936	Sporomusa aerivorans	Arthropoda: Insects	959.21
GCF_041953405.1	4.453698	4069	3931	41.0	3342830	Providencia xihuensis	Mammals: Human	913.62
GCF_041953975.1	4.330635	3941	3772	41.0	3342829	Providencia zhejiangensis	Mammals: Human	910.03
GCF_042756445.1	3.901071	3710	3639	73.5	1620385	Oryzobacter terrae	Terrestrial	951.02
GCF_042849255.1	4.648088	3986	3902	52.0	2979115	Oceaniferula spumae		857.56
GCF_042853465.1	4.429217	3960	3892	49.5	1435348	Simiduia litorea	Aquatic	894.06
GCF_043099285.1	3.978487	3716	3649	73.0	3149179	Oryzobacter telluris		934.02
GCF_044501175.1	6.131055	5092	5004	38.0	2739058	Pedobacter foliorum	Plants	830.53
GCF_044501755.1	4.099393	3798	3713	65.5	2762591	Sphingomonas albertensis	Plants	926.48
GCF_044704065.1	5.16623	4882	4654	35.5	3237105	Niallia tiangongensis	Built environment	944.98
GCF_044865145.1	5.423522	4928	4700	50.5	1737515	Serratia aquatilis	Built environment	908.63
GCF_045689905.1	4.958599	4600	4473	71.0	3114394	Pengzhenrongella phosphoraccumulans		927.68
GCF_046237595.1	4.610304	4632	4458	45.0	3115292	Neobacillus oceani	Aquatic	1004.71
GCF_046237605.1	4.408267	4426	4248	45.5	3115295	Paraperibacillus marinus	Aquatic	1004.02
GCF_046237625.1	4.270749	4285	4081	45.5	3115296	Paraperibacillus esterisolvens	Aquatic	1003.34
GCF_046237635.1	5.112234	4972	4677	41.5	3115297	Peribacillus sedimenti	Aquatic	972.57
GCF_046237645.1	4.200439	4091	3932	42.5	3115294	Rossellomorea sedimentorum	Aquatic	973.95
GCF_046352735.2	5.44444	4993	4811	59.0	2992837	Pseudomonas imrae		917.08
GCF_047345015.1	6.281767	5692	5507	60.0	3060212	Pseudomonas monachiensis		906.11
GCF_047549485.1	3.829664	3472	3380	65.0	1793872	Piscinibacterium candidicorallinum		906.61
GCF_047758685.1	6.72239	6175	5965	59.0	3398358	Pseudomonas lyxosi		918.57
GCF_047922965.1	4.456699	4019	3935	46.0	3117012	Neptunicella plasticusilytica		901.79
GCF_048213115.1	3.980235	3628	3528	64.0	3373598	Niveibacterium terrae		911.5
GCF_048629425.1	5.148745	4300	4193	57.5	474953	Telmatobacter bradus	Terrestrial	835.15
GCF_050469745.1	4.126227	3870	3721	43.0	3378099	Providencia lanzhouensis	Mammals: Human	937.9
GCF_051148895.1	4.062251	3975	3821	28.5	3058402	Terrisporobacter vanillatitrophus		978.52
GCF_900095135.1	4.414963	3422	3326	43.5	1642647	Proteiniphilum saccharofermentans		775.09
GCF_900198195.1	4.614879	4079	3992	30.5	584609	Tenacibaculum jejuense		883.88
GCF_900217235.1	4.217908	4015	3915	53.0	57320	Pseudodesulfovibrio profundus	Aquatic	951.89
GCF_900564155.1	6.198518	5022	4941	41.0	2201271	Pedobacter schmidteae		810.19
GCF_900637205.1	5.461769	5241	5130	69.0	1792	Mycolicibacterium chitae	Terrestrial	959.58
GCF_901538355.1	6.690754	5172	5066	58.0	692036	Tuwongella immobilis	Aquatic	773.01
GCF_902459535.1	8.347503	7552	7344	62.5	2604047	Paraburkholderia dioscoreae	Terrestrial	904.7
GCF_907165195.1	3.980026	3569	3516	39.0	2829795	Parvicella tangerina	Wastewater	896.73
GCF_947241125.1	4.731961	4580	4465	61.0	2973512	Nitrospira tepida		967.89
GCF_000005845.2	4.641652	4651	4290	51.0	511145	Escherichia coli str. K-12 substr. MG1655	Laboratory developed	1002.01
GCF_000008865.2	5.594605	5417	5155	50.5	386585	Escherichia coli O157:H7 str. Sakai	Mammals: Human	968.25
